,File,Class,Text,Datatype
35,answer18.txt,0,internal chaos has allowed foreign companies to set up damaging commercial logging and fishing operations without proper monitoring or export controls ,train
36,source19.txt,-1,magnarelli said racicot hated the iraqi regime and looked forward to using his long years of training in the war ,orig
37,answer19.txt,0,his wife said he was 100 percent behind george bush and looked forward to using his years of training in the war ,train
38,source20.txt,-1,sheena young of child the national infertility support network hoped the guidelines would lead to a more fair and equitable service for infertility sufferers ,orig
39,answer20.txt,1,sheena young a spokesman for child the national infertility support network said the proposed guidelines should lead to a more fair and equitable service for infertility sufferers ,train
40,source21.txt,-1, i think you ll see a lot of job growth in the next two years  he said adding the growth could replace jobs lost ,orig
41,answer21.txt,0, i think you ll see a lot of job growth in the next two years  said mankiw ,train
42,source22.txt,-1,the new finder puts a user s folders hard drive network servers idisk and removable media in one location providing one click access ,orig
43,answer22.txt,1,panther s redesigned finder navigation tool puts a user s favourite folders hard drive network servers idisk and removable media in one location ,train
44,source23.txt,-1,but tropical storm warnings and watches were posted today for haiti western portions of the dominican republic the southeastern bahamas and the turk and caicos islands ,orig
45,answer23.txt,1,tropical storm warnings were in place thursday for jamaica and haiti and watches for the western dominican republic the southeastern bahamas and the turks and caicos islands ,test
46,source24.txt,-1,a federal magistrate in fort lauderdale ordered him held without bail ,orig
47,answer24.txt,1,zuccarini was ordered held without bail wednesday by a federal judge in fort lauderdale fla ,train
48,source25.txt,-1,a bmi of 25 or above is considered overweight 30 or above is considered obese ,orig
49,answer25.txt,0,a bmi between 18 5 and 24 9 is considered normal over 25 is considered overweight and 30 or greater is defined as obese ,train
50,source26.txt,-1,the dollar was at 116 92 yen against the yen  flat on the session and at 1 2891 against the swiss franc  also flat ,orig
51,answer26.txt,0,the dollar was at 116 78 yen jpy  virtually flat on the session and at 1 2871 against the swiss franc chf  down 0 1 percent ,train
52,source27.txt,-1,six months ago the imf and argentina struck a bare minimum 6 8 billion debt rollover deal that expires in august ,orig
53,answer27.txt,1,but six months ago the two sides managed to strike a 6 8 billion debt rollover deal which expires in august ,test
54,source28.txt,-1,inhibited children tend to be timid with new people objects and situations while uninhibited children spontaneously approach them ,orig
55,answer28.txt,1,simply put shy invividuals tend to be more timid with new people and situations ,train
56,source29.txt,-1,i wanted to bring the most beautiful people into the most beautiful building he said sunday inside the grand central concourse ,orig
57,answer29.txt,1, i wanted to bring the most beautiful people into the most beautiful building  tunick said sunday ,train
58,source30.txt,-1,the broad standard  poor s 500  spx fell 10 75 points or 1 02 percent to 1 039 32 ,orig
59,answer30.txt,0,the s p 500 index was up 1 26 or 0 1 percent to 1 039 32 after sinking 10 75 yesterday ,train
60,source31.txt,-1,duque will return to earth oct 27 with the station s current crew u s astronaut ed lu and russian cosmonaut yuri malenchenko ,orig
61,answer31.txt,0,currently living onboard the space station are american astronaut ed lu and russian cosmonaut yuri malenchenko ,test
62,source32.txt,-1,singapore is already the united states 12th largest trading partner with two way trade totaling more than 34 billion ,orig
63,answer32.txt,1,although a small city state singapore is the 12th largest trading partner of the united states with trade volume of 33 4 billion last year ,train
64,source33.txt,-1,the afl cio is waiting until october to decide if it will endorse a candidate ,orig
65,answer33.txt,1,the afl cio announced wednesday that it will decide in october whether to endorse a candidate before the primaries ,train
66,source34.txt,-1,no dates have been set for the civil or the criminal trial ,orig
67,answer34.txt,0,no dates have been set for the criminal or civil cases but shanley has pleaded not guilty ,train
68,source35.txt,-1,the largest gains were seen in prices new orders inventories and exports ,orig
69,answer35.txt,1,sub indexes measuring prices new orders inventories and exports increased ,train
70,source36.txt,-1,trading in loral was halted yesterday the shares closed on monday at 3 01 ,orig
71,answer36.txt,1,the new york stock exchange suspended trading yesterday in loral which closed at 3 01 friday ,test
72,source37.txt,-1,earnings per share from recurring operations will be 13 cents to 14 cents ,orig
73,answer37.txt,0,that beat the company s april earnings forecast of 8 to 9 cents a share ,train
74,source38.txt,-1,he plans to have dinner with troops at kosovo s u s military headquarters camp bondsteel ,orig
75,answer38.txt,1,after that he plans to have dinner at camp bondsteel with u s troops stationed there ,train
76,source39.txt,-1,retailers j c penney co inc  jcp and walgreen co  wag kick things off on monday ,orig
77,answer39.txt,1,retailers j c penney co inc jcp n and walgreen co wag n kick things off on monday ,train
78,source40.txt,-1,prosecutors filed a motion informing lee they intend to seek the death penalty ,orig
79,answer40.txt,1,he added that prosecutors will seek the death penalty ,train
80,source41.txt,-1,last year the court upheld cleveland s school voucher program ruling 5 4 that vouchers are constitutional if they provide parents a choice of religious and secular schools ,orig
81,answer41.txt,1,last year the court ruled 5 4 in an ohio case that government vouchers are constitutional if they provide parents with choices among a range of religious and secular schools ,train
82,source42.txt,-1,he beat testicular cancer that had spread to his lungs and brain ,orig
83,answer42.txt,0,armstrong 31 battled testicular cancer that spread to his brain ,test
84,source43.txt,-1,sorkin who faces charges of conspiracy to obstruct justice and lying to a grand jury was to have been tried separately ,orig
85,answer43.txt,1,sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury ,train
86,source44.txt,-1,graves reported from albuquerque villafranca from austin and ratcliffe from laredo ,orig
87,answer44.txt,0,pete slover reported from laredo and gromer jeffers from albuquerque ,train
88,source45.txt,-1,the us chip market is expected to decline 2 1 percent this year then grow 15 7 percent in 2004 ,orig
89,answer45.txt,1,the americas market will decline 2 1 percent to 30 6 billion in 2003 and then grow 15 7 percent to 35 4 billion in 2004 ,train
90,source46.txt,-1,the group will be headed by state department official john s wolf who has served in australia vietnam greece and pakistan ,orig
91,answer46.txt,1,the group will be headed by john s wolf an assistant secretary of state who has served in australia vietnam greece and pakistan ,test
92,source47.txt,-1,the commission must work out the plan s details but the average residential customer paying 840 a year would get a savings of about 30 annually ,orig
93,answer47.txt,0,an average residential customer paying 840 a year for electricity could see a savings of 30 annually ,train
94,source48.txt,-1,the company has said it plans to restate its earnings for 2000 through 2002 ,orig
95,answer48.txt,1,the company had announced in january that it would have to restate earnings for 2002 2001 and perhaps 2000 ,train
96,source49.txt,-1,results from no 2 u s soft drink maker pepsico inc pep n were likely to be in the spotlight ,orig
97,answer49.txt,1,results from no 2 u s soft drink maker pepsico inc  nyse pep  news  people were likely to be in the spotlight ,train
98,source50.txt,-1, the result is an overall package that will provide significant economic growth for our employees over the next four years ,orig
99,answer50.txt,1, the result is an overall package that will provide a significant economic growth for our employees over the next few years  he said ,train
100,source51.txt,-1,wal mart said it would check all of its million plus domestic workers to ensure they were legally employed ,orig
101,answer51.txt,1,it has also said it would review all of its domestic employees more than 1 million to ensure they have legal status ,train
102,source52.txt,-1,the songs are on offer for 99 cents each or 9 99 for an album ,orig
103,answer52.txt,1,the company will offer songs for 99 cents and albums for 9 95 ,train
104,source53.txt,-1,however the talk was downplayed by pbl which said it would focus only on smaller purchases that were immediately earnings and cash flow accretive ,orig
105,answer53.txt,1,the talk however has been downplayed by pbl which said it would focus only on smaller purchases that were immediately earnings and cash flow accretive ,train
106,source54.txt,-1,comcast class a shares were up 8 cents at 30 50 in morning trading on the nasdaq stock market ,orig
107,answer54.txt,1,the stock rose 48 cents to 30 yesterday in nasdaq stock market trading ,train
108,source55.txt,-1,while dioxin levels in the environment were up last year they have dropped by 75 percent since the 1970s said caswell ,orig
109,answer55.txt,0,the institute said dioxin levels in the environment have fallen by as much as 76 percent since the 1970s ,train
110,source56.txt,-1,this integrates with rational purifyplus and allows developers to work in supported versions of java visual c and visual basic net ,orig
111,answer56.txt,1,ibm said the rational products were also integrated with rational purifyplus which allows developers to work in java visual c and visualbasic net ,train
112,source57.txt,-1,the washington post said airlite would shut down its first shift and parts of the second shift monday to accommodate the presidents appearance ,orig
113,answer57.txt,1,the plant plans to shut down its first shift and parts of the second shift monday to accommodate the president s appearance crosby said ,test
114,source58.txt,-1,a former teammate carlton dotson has been charged with the murder ,orig
115,answer58.txt,0,his body was found july 25 and former teammate carlton dotson has been charged in his shooting death ,train
116,source59.txt,-1,several of the questions asked by the audience in the fast paced forum were new to the candidates ,orig
117,answer59.txt,1,several of the audience questions were new to the candidates as well ,train
118,source60.txt,-1,meanwhile the global death toll approached 770 with more than 8 300 people sickened since the severe acute respiratory syndrome virus first appeared in southern china in november ,orig
119,answer60.txt,1,the global death toll from sars was at least 767 with more than 8 300 people sickened since the virus first appeared in southern china in november ,train
120,source61.txt,-1,the battles marked day four of a u s sweep to hunt down supporters of saddam hussein s fallen regime ,orig
121,answer61.txt,0,twenty seven iraqis were killed pushing the number of opposition deaths to about 100 in a u s operation to hunt down supporters of saddam hussein s fallen regime ,test
122,source62.txt,-1,the women then had follow up examinations after five 12 and 24 years ,orig
123,answer62.txt,0,the women had follow up examinations in 1974 75 1980 81 and 1992 93 but were not asked about stress again ,train
124,source63.txt,-1,the embraer jets are scheduled to be delivered by september 2006 ,orig
125,answer63.txt,0,the bombardier and embraer aircraft will be delivered to u s airways by september 2006 ,test
126,source64.txt,-1,contrary to what peoplesoft management would have you believe oracle intends to fully support peoplesoft customers and products for many years to come ,orig
127,answer64.txt,1,ellison said that contrary to the contentions of peoplesoft management oracle intends to fully support peoplesoft customers and products for many years to come ,test
128,source65.txt,-1,application intelligence will be included as part of the company s smartdefense application which is included with firewall 1 ,orig
129,answer65.txt,0,the new application intelligence features will be available june 3 and are included with the smartdefense product which comes with firewall 1 ,train
130,source66.txt,-1,american masters arthur miller elia kazan and the blacklist none without sin wed ,orig
131,answer66.txt,0,note the subheading of this terrible parable in the american masters series  arthur miller elia kazan and the blacklist none without sin ,test
132,source67.txt,-1,the downtime to take place in may and june is expected to cut production by 60 million to 70 million board feet ,orig
133,answer67.txt,1,the downtime is expected to take 60 million to 70 million board feet out of the companys system ,train
134,source68.txt,-1,on july 3 troy is expected to be sentenced to life in prison without parole ,orig
135,answer68.txt,1,troy faces life in prison without parole at his july 30 sentencing ,train
136,source69.txt,-1,the university of michigan released a new undergraduate admission process thursday dropping a point system the u s supreme court found unconstitutional in june ,orig
137,answer69.txt,1,the university of michigan released today a new admissions policy after the u s supreme court struck down in june the way it previously admitted undergraduates ,train
138,source70.txt,-1,the processors were announced in san jose at the intel developer forum ,orig
139,answer70.txt,1,the new processor was unveiled at the intel developer forum 2003 in san jose calif ,test
140,source71.txt,-1,the justice department filed suit thursday against the state of mississippi for failing to end what federal officials call disturbing abuse of juveniles and unconscionable conditions at two state run facilities ,orig
141,answer71.txt,0,the justice department filed a civil rights lawsuit thursday against the state of mississippi alleging abuse of juvenile offenders at two state run facilities ,train
142,source72.txt,-1,it said the damage to the wing provided a pathway for hot gasses to penetrate the ship s thermal armor during columbia s ill fated reentry ,orig
143,answer72.txt,1,the document says the damage to the wing provided a pathway for hot gases to penetrate columbia s thermal armour during its fatal re entry ,train
144,source73.txt,-1,also demonstrating box office strength  and getting seven tony nominations  was a potent revival of eugene o neill s family drama  long day s journey into night ,orig
145,answer73.txt,1,also demonstrating box office strength  and getting seven tony nominations  was a potent revival of eugene oneills family drama long days journey into night ,train
146,source74.txt,-1,the top rate will go to 4 45 percent for all residents with taxable incomes above 500 000 ,orig
147,answer74.txt,1,for residents with incomes above 500 000 the income tax rate will increase to 4 45 percent ,train
148,source75.txt,-1,but secretary of state colin powell brushed off this possibility wednesday ,orig
149,answer75.txt,1,secretary of state colin powell last week ruled out a non aggression treaty ,train
150,source76.txt,-1,thomas and tauzin say as do many doctors that the bush administration has the power to correct some of those flaws ,orig
151,answer76.txt,1,like many doctors mr thomas and mr tauzin say the bush administration has the power to correct some of those flaws ,train
152,source77.txt,-1,based on experience elsewhere it could take up to two years before regular elections are held he added ,orig
153,answer77.txt,1,u s military officials have said it could take up to two years before regular elections are held based on experiences elsewhere in the world ,train
154,source78.txt,-1,the results appear in the january issue of cancer an american cancer society journal being published online today ,orig
155,answer78.txt,1,the results appear in the january issue of cancer an american cancer society news  web sites journal being published online monday ,train
156,source79.txt,-1,the first biotechnology treatment for asthma the constriction of the airways that affects millions around the world received approval from the us food and drug administration yesterday ,orig
157,answer79.txt,1,the first biotechnology treatment for asthma the constriction of the airways that affects millions of americans received approval from the u s food and drug administration on friday ,train
158,source80.txt,-1,the delegates said raising and distributing funds has been complicated by the u s crackdown on jihadi charitable foundations bank accounts of terror related organizations and money transfers ,orig
159,answer80.txt,1,bin ladens men pointed out that raising and distributing funds has been complicated by the u s crackdown on jihadi charitable foundations bank accounts of terror related organizations and money transfers ,test
160,source81.txt,-1,fbi agents arrested a former partner of big four accounting firm ernst  young erny ul on criminal charges of obstructing federal investigations u s officials said on thursday ,orig
161,answer81.txt,1,a former partner of accountancy firm ernst  young was yesterday arrested by fbi agents in the us on charges of obstructing federal investigations ,train
162,source82.txt,-1,kelly will begin meetings with russian deputy foreign minister alexander losyukov in washington on monday ,orig
163,answer82.txt,0,russian deputy foreign minister alexander losyukov said in moscow tuesday a firm date would be fixed by this months end ,train
164,source83.txt,-1,the latest shooting linked to the spree was a november 11 shooting at hamilton central elementary school in obetz about 3km from the freeway ,orig
165,answer83.txt,1,another shooting linked to the spree occurred nov 11 at hamilton central elementary in obetz about two miles from the freeway ,train
166,source84.txt,-1, sanitation is poor  there could be typhoid and cholera  he said ,orig
167,answer84.txt,0, sanitation is poor drinking water is generally left behind  there could be typhoid and cholera ,test
168,source85.txt,-1,the dow jones industrial average ended down 128 points or 1 4  at 9073 while the nasdaq fell 34 points or 2 1  to 1610 ,orig
169,answer85.txt,0,in early trading the dow jones industrial average was up 3 90 or 0 04 percent at 9 113 75 having gained 36 90 on tuesday ,train
170,source86.txt,-1,pdc will also almost certainly fan the flames of speculation about longhorn s release ,orig
171,answer86.txt,1,pdc will also almost certainly reignite speculation about release dates of microsoft s new products ,train
172,source87.txt,-1,sales  a figure watched closely as a barometer of its health  rose 5 percent instead of falling as many industry experts had predicted ,orig
173,answer87.txt,1,it also disclosed that sales  a figure closely watched by analysts as a barometer of its health  were significantly higher than industry experts expected ,train
174,source88.txt,-1,nec is pitching its wireless gear and management software to a variety of industries including health care and hospitality ,orig
175,answer88.txt,1,nec s pitching its wireless gear and management software to a variety of industries including healthcare and hospitality a company spokesman said ,train
176,source89.txt,-1,elena slough considered to be the nation s oldest person and the third oldest person in the world died early sunday morning ,orig
177,answer89.txt,1,elena slough considered to be the oldest person in the us and the third oldest person in the world has died ,train
178,source90.txt,-1, we are declaring war on sexual harassment and sexual assault ,orig
179,answer90.txt,1, we have declared war on sexual assault and sexual harassment  rosa said ,train
180,source91.txt,-1,the technology laced nasdaq composite index  ixic added 1 92 points or 0 12 percent at 1 647 94 ,orig
181,answer91.txt,0,the technology laced nasdaq composite index ixic dipped 0 08 of a point to 1 646 ,train
182,source92.txt,-1,the dollar was at 117 85 yen against the japanese currency up 0 1 percent ,orig
183,answer92.txt,0,against the swiss franc the dollar was at 1 3289 francs up 0 5 percent on the day ,train
184,source93.txt,-1,the broader standard  poor s 500 index spx gave up 11 91 points or 1 19 percent at 986 60 ,orig
185,answer93.txt,0,the technology laced nasdaq composite index was down 25 36 points or 1 53 percent at 1 628 26 ,train
186,source94.txt,-1,el watan an algerian newspaper reported that the kidnappers fiercely resisted the army assault this morning firing kalashnikov rifles ,orig
187,answer94.txt,1,el watan an algerian newspaper reported that the kidnappers put up fierce resistance during the army assault firing kalashnikov rifles ,train
188,source95.txt,-1,but mitsubishi tokyo financial jp 8306 news chart profile declined 3 000 yen or 0 65 percent to 456 000 yen ,orig
189,answer95.txt,0,sumitomo mitsui financial jp 8316 news chart profile was down 2 5 percent at 198 000 yen ,train
190,source96.txt,-1, we re just dealing with bragging rights here who wins and who loses ,orig
191,answer96.txt,0, leaving aside attorney fees we re dealing with bragging rights of who wins and who loses  said gammerman ,train
192,source97.txt,-1,shares of hartford rose 2 88 to 46 50 in new york stock exchange composite trading ,orig
193,answer97.txt,1,shares of hartford were up 2 28 or 5 2 percent to 45 90 in midday trading ,train
194,source98.txt,-1,this palm os smart phone is the last product the company will release before it becomes a part of palmone ,orig
195,answer98.txt,0,this was almost certainly its last full quarter before the company becomes a part of palm ,train
196,source99.txt,-1,and they think the protein probably is involved in the spread of other forms of cancer ,orig
197,answer99.txt,0,they researchers say the research could be relevant to other forms of cancer ,train
198,source100.txt,-1,tokyo electric power co  asia s largest power company won approval to restart the first of 17 nuclear reactors it shut down after it admitted falsifying inspection reports ,orig
199,answer100.txt,1,tokyo electric power co  asia s largest power company restarted the first of 17 nuclear reactors it shut down after admitting it falsified inspection reports ,train
200,source101.txt,-1,tuition at four year private colleges averaged 19 710 this year up 6 percent from 2002 ,orig
201,answer101.txt,1,for the current academic year tuition at public colleges averaged 4 694 up almost 600 from the year before ,train
202,source102.txt,-1,security lights have also been installed and police have swept the grounds for booby traps ,orig
203,answer102.txt,0,security lights have also been installed on a barn near the front gate ,test
204,source103.txt,-1,the only announced republican to replace davis is rep darrell issa of vista who has spent 1 71 million of his own money to force a recall ,orig
205,answer103.txt,1,so far the only declared major party candidate is rep darrell issa a republican who has spent 1 5 million of his own money to fund the recall ,train
206,source104.txt,-1,he said that with the u s backed peace plan or road map in a coma the attack could easily widen conflict through the region ,orig
207,answer104.txt,1,mr jouejati said that with the us backed road map in a coma the attack could easily widen through the region ,train
208,source105.txt,-1,a successful attack could be launched within any type of document that supports vba including microsoft word excel or powerpoint ,orig
209,answer105.txt,1,but this could happen with any document format that supports vba including word excel or powerpoint ,train
210,source106.txt,-1,officials at brandeis said this was an extremely heartrending time for the campus ,orig
211,answer106.txt,1, this is an extremely heartrending time for the entire brandeis university community ,train
212,source107.txt,-1, if that ain t a democrat i must be at the wrong meeting  he said ,orig
213,answer107.txt,0,and if that ain t a democrat then i must be in the wrong meeting  he said to thunderous applause from his supporters ,train
214,source108.txt,-1,fewer than a dozen fbi agents were dispatched to secure and analyze evidence ,orig
215,answer108.txt,1,fewer than a dozen fbi agents will be sent to iraq to secure and analyze evidence of the bombing ,test
216,source109.txt,-1,those who only had surgery lived an average of 46 months ,orig
217,answer109.txt,1,for those who got surgery alone median survival was 41 months ,test
218,source110.txt,-1,tonight a spokesman for russia s foreign ministry said the ministry may issue a statement on thursday clarifying russia s position on cooperation with iran s nuclear energy efforts ,orig
219,answer110.txt,1,tonight a spokesman for the russian foreign ministry said it might issue a statement on thursday clarifying russia s position on aiding iran s nuclear energy efforts ,test
220,source111.txt,-1,a day earlier a committee appointed by reformist president mohammad khatami called for an independent judicial inquiry into kazemi s death ,orig
221,answer111.txt,1,a day earlier a committee appointed by president mohammad khatami had called for an independent inquiry into the 54 year old photojournalist s death ,train
222,source112.txt,-1,the suite comes complete with a word processor spreadsheet presentation software and other components while continuing its tradition of utilizing an xml based file format ,orig
223,answer112.txt,1,the suite includes a word processor spreadsheet presentation application analogous to powerpoint  and other components  all built around the xml file format ,train
224,source113.txt,-1,downstream at mount vernon the skagit river was expected to crest at 36 feet  8 feet above flood stage  tonight burke said ,orig
225,answer113.txt,1,the skagit was expected to crest during the night at 38 feet at mount vernon 10 feet above flood stage the national weather service said ,train
226,source114.txt,-1,the blue chip dow jones industrial average eased 44 points or 0 47 percent to 9 543 after scoring five consecutive up sessions ,orig
227,answer114.txt,0,the dow jones industrial average dji rose 18 25 points or 0 19 percent to 9 586 71 ,test
228,source115.txt,-1,the nasdaq composite index inched up 1 28 or 0 1 percent to 1 766 60 following a weekly win of 3 7 percent ,orig
229,answer115.txt,0,the technology laced nasdaq composite index ixic was off 24 44 points or 1 39 percent at 1 739 87 ,train
230,source116.txt,-1,physicians who violate the ban would be subject to fines and up to two years in prison ,orig
231,answer116.txt,1,physicians who perform the procedure would face up to two years in prison under the bill ,train
232,source117.txt,-1,standard  poor s 500 stock index futures declined 4 40 points to 983 50 while nasdaq futures fell 6 5 points to 1 206 50 ,orig
233,answer117.txt,0,the standard  poor s 500 index was up 1 75 points or 0 18 percent to 977 68 ,test
234,source118.txt,-1,for example anhalt said children typically treat a 20 ounce soda bottle as one serving although it actually contains 2 8 ounce servings ,orig
235,answer118.txt,1,anhalt said children typically treat a 20 ounce soda bottle as one serving while it actually contains 2 5 ,train
236,source119.txt,-1,the yield on the 3 percent note maturing in 2008 fell 22 basis points to 2 61 percent ,orig
237,answer119.txt,0,the yield fell 2 basis points to 1 41 percent after reaching 1 4 percent on may 8 the lowest since march 12 ,test
238,source120.txt,-1,kline s opinion dealt specifically with abortion providers but it also would apply to doctors providing other services such as prenatal care to a pregnant child under 16 ,orig
239,answer120.txt,1,kline s opinion dealt specifically with abortion providers but later his office said it also would apply to doctors providing services such as prenatal care to pregnant girls under 16 ,train
240,source121.txt,-1,the united nations international atomic energy agency asked for information on the allegation after the dossier was published but britain did not provide any u n officials said ,orig
241,answer121.txt,1,the international atomic energy agency asked for information on the uranium assertions after london s dossier was published but britain did not provide any u n officials said ,train
242,source122.txt,-1,sixteen days later as superheated air from the shuttle s reentry rushed into the damaged wing  there was no possibility for crew survival  the board said ,orig
243,answer122.txt,1,sixteen days later as superheated air from the shuttles re entry rushed into the damaged wing there was no possibility for crew survival the board said ,train
244,source123.txt,-1, the free world and those who love freedom and peace must deal harshly with hamas and the killers  he told reporters as he emerged from a church service ,orig
245,answer123.txt,1, it is clear that the free world those who love freedom and peace must deal harshly with hamas and the killers  he said ,train
246,source124.txt,-1,the pressure will intensify today with national coverage of the final round planned by espn and words that are even more difficult ,orig
247,answer124.txt,0,the pressure may well rise today with national coverage of the final round planned by espn the cable sports network ,train
248,source125.txt,-1,powell fired back  he s accusing the president of a ludicrous act  he said ,orig
249,answer125.txt,1,if so powell said he s calling the president ludicrous too ,train
250,source126.txt,-1,the decision to issue new guidance has been prompted by intelligence passed to britain by the fbi in a secret briefing in late july ,orig
251,answer126.txt,1,scotland yard s decision to issue new guidance has been prompted by new intelligence passed to britain by the fbi in late july ,train
252,source127.txt,-1,the memo on protecting sales of windows and other desktop software mentioned linux a still small but emerging software competitor that is not owned by any specific company ,orig
253,answer127.txt,1,the memo specifically mentioned linux a still small but emerging software competitor that is not owned by any specific company ,train
254,source128.txt,-1,unable to find a home for him a judge told mental health authorities they needed to find supervised housing and treatment for devries somewhere in california ,orig
255,answer128.txt,1,the judge had told the state department of mental health to find supervised housing and treatment for devries somewhere in california ,train
256,source129.txt,-1,also tuesday the united states also released more iraqi prisoners of war and officials announced that all would soon be let go ,orig
257,answer129.txt,1,meanwhile in southern iraq the united states released more iraqi prisoners of war and officials announced that all would be let go soon ,train
258,source130.txt,-1,the decision came a year after whipple ended federal oversight of the district s racial balance facilities budget and busing ,orig
259,answer130.txt,1,the decision came a year after whipple ended federal oversight of school busing as well as the district s racial balance facilities and budget ,train
260,source131.txt,-1,the resulting lists led toa cbs special afi s 100 years  100 heroes  villains hosted by arnold schwarzenegger ,orig
261,answer131.txt,0,a prime time special on the list  afi s 100 years  100 heroes  villains aired tuesday on cbs ,train
262,source132.txt,-1,police warned residents on friday not to travel alone and to avoid convenience stores and service stations stores at night ,orig
263,answer132.txt,0,police advised residents friday not to travel alone to convenience stores and to be watchful ,train
264,source133.txt,-1, we had nothing to do with stake s internal personnel decision  microsoft spokesman sean sundwell said ,orig
265,answer133.txt,1, microsoft had absolutely nothing to do with atstake s internal personnel decision  sundwall said ,train
266,source134.txt,-1,prosecutors said there is no question waagner was behind the letters which were sent at the same time of the anthrax attacks ,orig
267,answer134.txt,1,prosecutors said there is no question waagner was behind the letters which were sent at the same time that real anthrax attacks were killing people in 2001 ,train
268,source135.txt,-1,his plan would cost more than 200 billion annually which gephardt would pay for by repealing bush s tax cuts ,orig
269,answer135.txt,1,his plan would cost over 200 billion annually and be paid for by repealing bush s tax cuts ,train
270,source136.txt,-1,there had been fears that the 35 year old wouldn t be able to conceive after suffering two ectopic pregnancies and cancer of the uterus ,orig
271,answer136.txt,1,there were fears that heather would never have children after suffering two ectopic pregnancies and cancer of the uterus ,train
272,source137.txt,-1,on friday the food and drug administration approved the use of silicone breast implants with conditions ,orig
273,answer137.txt,0,the drug was approved for use friday by the food and drug administration ,train
274,source138.txt,-1,prosecutors said paracha if convicted could face at least 17 years in prison ,orig
275,answer138.txt,1,paracha faces at least 17 years in prison if convicted ,train
276,source139.txt,-1,more than half of the songs were purchased as albums apple said ,orig
277,answer139.txt,1,apple noted that half the songs were purchased as part of albums ,test
278,source140.txt,-1,the ecb has cut interest rates six times over that period from 4 75 percent in october 2000 to 2 5 percent ,orig
279,answer140.txt,0,the ecb has cut rates from 4 75 percent in october 2000 to 2 5 percent in that period ,train
280,source141.txt,-1, this deal makes sense for both companies  halla said in a prepared statement ,orig
