,File,Class,Datatype,Text
54,source28.txt,-1.0,orig,a person on a black motorbike is doing tricks with a jacket
55,answer28.txt,3.4,train,a person is riding the bicycle on one wheel
56,source29.txt,-1.0,orig,a person is riding the bicycle on one wheel
57,answer29.txt,3.3,test,a person in a black jacket is doing tricks on a motorbike
58,source30.txt,-1.0,orig,a man with a jersey is dunking the ball at a basketball game
59,answer30.txt,4.9,train,the ball is being dunked by a man with a jersey at a basketball game
60,source31.txt,-1.0,orig,a man with a jersey is dunking the ball at a basketball game
61,answer31.txt,4.0,test,there is no man dunking the ball at a basketball game
62,source32.txt,-1.0,orig,the game of basketball consists of a ball being dunked by a man with a jersey
63,answer32.txt,4.2,test,a man with a jersey is dunking the ball at a basketball game
64,source33.txt,-1.0,orig,a man who is playing dunks the basketball into the net and a crowd is in background
65,answer33.txt,4.7,test,the player is dunking the basketball into the net and a crowd is in background
66,source34.txt,-1.0,orig,the player is missing the basket and a crowd is in background
67,answer34.txt,3.9,test,the player is dunking the basketball into the net and a crowd is in background
68,source35.txt,-1.0,orig,a man with a jersey is dunking the ball at a basketball game
69,answer35.txt,3.6,train,a man who is playing dunks the basketball into the net and a crowd is in background
70,source36.txt,-1.0,orig,a man with a jersey is dunking the ball at a basketball game
71,answer36.txt,3.5,test,the player is missing the basket and a crowd is in background
72,source37.txt,-1.0,orig,the player is dunking the basketball into the net and a crowd is in background
73,answer37.txt,4.0,test,the ball is being dunked by a man with a jersey at a basketball game
74,source38.txt,-1.0,orig,there is no man dunking the ball at a basketball game
75,answer38.txt,3.5,test,the player is dunking the basketball into the net and a crowd is in background
76,source39.txt,-1.0,orig,the game of basketball consists of a ball being dunked by a man with a jersey
77,answer39.txt,3.6,test,the player is dunking the basketball into the net and a crowd is in background
78,source40.txt,-1.0,orig,the player is dunking the basketball into the net and a crowd is in background
79,answer40.txt,3.8,train,a man with a jersey is dunking the ball at a basketball game
80,source41.txt,-1.0,orig,two people are kickboxing and spectators are watching
81,answer41.txt,4.4,test,two people are fighting and spectators are watching
82,source42.txt,-1.0,orig,two people are kickboxing and spectators are not watching
83,answer42.txt,3.4,train,two people are kickboxing and spectators are watching
84,source43.txt,-1.0,orig,two spectators are kickboxing and some people are watching
85,answer43.txt,4.0,test,two people are kickboxing and spectators are watching
86,source44.txt,-1.0,orig,two young women are sparring in a kickboxing fight
87,answer44.txt,4.9,train,two women are sparring in a kickboxing match
88,source45.txt,-1.0,orig,two young women are not sparring in a kickboxing fight
89,answer45.txt,3.9,train,two women are sparring in a kickboxing match
90,source46.txt,-1.0,orig,two people are kickboxing and spectators are watching
91,answer46.txt,3.9,test,two young women are sparring in a kickboxing fight
92,source47.txt,-1.0,orig,two people are kickboxing and spectators are watching
93,answer47.txt,3.415,train,two young women are not sparring in a kickboxing fight
94,source48.txt,-1.0,orig,two women are sparring in a kickboxing match
95,answer48.txt,3.7,test,two people are fighting and spectators are watching
96,source49.txt,-1.0,orig,two women are sparring in a kickboxing match
97,answer49.txt,3.7,train,two people are kickboxing and spectators are not watching
98,source50.txt,-1.0,orig,two spectators are kickboxing and some people are watching
99,answer50.txt,3.6,test,two women are sparring in a kickboxing match
100,source51.txt,-1.0,orig,two people are kickboxing and spectators are watching
101,answer51.txt,3.9,test,two women are sparring in a kickboxing match
102,source52.txt,-1.0,orig,kids in red shirts are playing in the leaves
103,answer52.txt,4.9,test,children in red shirts are playing in the leaves
104,source53.txt,-1.0,orig,children in red shirts are playing in the leaves
105,answer53.txt,4.0,test,children in red shirts are sleeping in the leaves
106,source54.txt,-1.0,orig,children in red shirts are playing in the leaves
107,answer54.txt,3.9,test,children covered by leaves are playing with red shirts
108,source55.txt,-1.0,orig,three boys are jumping in the leaves
109,answer55.txt,4.4,train,three kids are jumping in the leaves
110,source56.txt,-1.0,orig,three kids are sitting in the leaves
111,answer56.txt,3.8,train,three kids are jumping in the leaves
112,source57.txt,-1.0,orig,three boys are jumping in the leaves
113,answer57.txt,4.1,test,children in red shirts are playing in the leaves
114,source58.txt,-1.0,orig,children in red shirts are playing in the leaves
115,answer58.txt,3.5,train,three kids are sitting in the leaves
116,source59.txt,-1.0,orig,kids in red shirts are playing in the leaves
117,answer59.txt,3.9,test,three kids are jumping in the leaves
118,source60.txt,-1.0,orig,children in red shirts are sleeping in the leaves
119,answer60.txt,3.1,test,three kids are jumping in the leaves
120,source61.txt,-1.0,orig,children covered by leaves are playing with red shirts
121,answer61.txt,3.9,test,three kids are jumping in the leaves
122,source62.txt,-1.0,orig,children in red shirts are playing in the leaves
123,answer62.txt,4.0,train,three kids are jumping in the leaves
124,source63.txt,-1.0,orig,two children are lying in the snow and are drawing angels
125,answer63.txt,4.4,test,two children are lying in the snow and are making snow angels
126,source64.txt,-1.0,orig,two children are lying in the snow and are making snow angels
127,answer64.txt,3.8,test,there is no child lying in the snow and making snow angels
128,source65.txt,-1.0,orig,two angels are making snow on the lying children
129,answer65.txt,2.9,train,two children are lying in the snow and are making snow angels
130,source66.txt,-1.0,orig,two people wearing snowsuits are on the ground making snow angels
131,answer66.txt,4.8,test,two people in snowsuits are lying in the snow and making snow angels
132,source67.txt,-1.0,orig,two people in snowsuits are lying in the snow and making snow angels
133,answer67.txt,4.1,test,nobody in snowsuits is lying in the snow and making snow angels
134,source68.txt,-1.0,orig,two children are lying in the snow and are making snow angels
135,answer68.txt,4.6,test,two people wearing snowsuits are on the ground making snow angels
136,source69.txt,-1.0,orig,two children are lying in the snow and are making snow angels
137,answer69.txt,3.6,test,nobody in snowsuits is lying in the snow and making snow angels
138,source70.txt,-1.0,orig,two children are lying in the snow and are drawing angels
139,answer70.txt,4.1,train,two people in snowsuits are lying in the snow and making snow angels
140,source71.txt,-1.0,orig,there is no child lying in the snow and making snow angels
141,answer71.txt,3.3,test,two people in snowsuits are lying in the snow and making snow angels
142,source72.txt,-1.0,orig,two people in snowsuits are lying in the snow and making snow angels
143,answer72.txt,2.5,train,two angels are making snow on the lying children
144,source73.txt,-1.0,orig,two children are lying in the snow and are making snow angels
145,answer73.txt,4.2,train,two people in snowsuits are lying in the snow and making snow angels
146,source74.txt,-1.0,orig,a little girl is looking at a woman in costume
147,answer74.txt,4.7,test,a young girl is looking at a woman in costume
148,source75.txt,-1.0,orig,a little girl is looking at a woman in costume
149,answer75.txt,3.8,test,the little girl is looking at a man in costume
150,source76.txt,-1.0,orig,a little girl is looking at a woman in costume
151,answer76.txt,2.9,test,a little girl in costume looks like a woman
152,source77.txt,-1.0,orig,people wearing costumes are gathering in a forest and are looking in the same direction
153,answer77.txt,4.4,train,masked people are looking in the same direction in a forest
154,source78.txt,-1.0,orig,people wearing costumes are gathering in a forest and are looking in the same direction
155,answer78.txt,3.2,train,people wearing costumes are scattering in a forest and are looking in different directions
156,source79.txt,-1.0,orig,people are looking at some costumes gathered in the vicinity of the forest
157,answer79.txt,3.635,train,people wearing costumes are gathering in a forest and are looking in the same direction
158,source80.txt,-1.0,orig,masked people are looking in the same direction in a forest
159,answer80.txt,1.3,test,a little girl is looking at a woman in costume
160,source81.txt,-1.0,orig,a little girl is looking at a woman in costume
161,answer81.txt,2.4,train,people wearing costumes are scattering in a forest and are looking in different directions
162,source82.txt,-1.0,orig,a little girl is looking at a woman in costume
163,answer82.txt,2.6,train,people are looking at some costumes gathered in the vicinity of the forest
164,source83.txt,-1.0,orig,a young girl is looking at a woman in costume
165,answer83.txt,2.2,train,people wearing costumes are gathering in a forest and are looking in the same direction
166,source84.txt,-1.0,orig,people wearing costumes are gathering in a forest and are looking in the same direction
167,answer84.txt,3.0,train,the little girl is looking at a man in costume
168,source85.txt,-1.0,orig,people wearing costumes are gathering in a forest and are looking in the same direction
169,answer85.txt,2.0,train,a little girl in costume looks like a woman
170,source86.txt,-1.0,orig,a little girl is looking at a woman in costume
171,answer86.txt,2.6,test,people wearing costumes are gathering in a forest and are looking in the same direction
172,source87.txt,-1.0,orig,a lone biker is jumping in the air
173,answer87.txt,5.0,train,a biker is jumping in the air alone
174,source88.txt,-1.0,orig,there is no biker jumping in the air
175,answer88.txt,4.2,train,a lone biker is jumping in the air
176,source89.txt,-1.0,orig,a man is jumping into an empty swimming pool
177,answer89.txt,4.8,test,a man is jumping into an empty pool
178,source90.txt,-1.0,orig,a man is jumping into an empty pool
179,answer90.txt,3.0,train,a man is jumping into a full pool
180,source91.txt,-1.0,orig,a man is jumping into an empty pool
181,answer91.txt,3.1,train,the man s jumper is in the empty pool
182,source92.txt,-1.0,orig,a lone biker is jumping in the air
183,answer92.txt,1.6,test,a man is jumping into an empty swimming pool
184,source93.txt,-1.0,orig,a lone biker is jumping in the air
185,answer93.txt,1.7,train,a man is jumping into a full pool
186,source94.txt,-1.0,orig,the man s jumper is in the empty pool
187,answer94.txt,1.4,train,a lone biker is jumping in the air
188,source95.txt,-1.0,orig,a man is jumping into an empty pool
189,answer95.txt,1.6,test,a biker is jumping in the air alone
190,source96.txt,-1.0,orig,a man is jumping into an empty pool
191,answer96.txt,1.2,test,there is no biker jumping in the air
192,source97.txt,-1.0,orig,a lone biker is jumping in the air
193,answer97.txt,1.5,train,a man is jumping into an empty pool
194,source98.txt,-1.0,orig,four kids are doing backbends in the park
195,answer98.txt,4.8,train,four children are doing backbends in the park
196,source99.txt,-1.0,orig,four children are doing backbends in the gym
197,answer99.txt,3.8,train,four children are doing backbends in the park
198,source100.txt,-1.0,orig,four girls are doing backbends and playing in the garden
199,answer100.txt,4.1,train,four girls are doing backbends and playing outdoors
200,source101.txt,-1.0,orig,four girls are doing backbends and playing outdoors
201,answer101.txt,4.0,test,four girls are doing backbends and playing indoors
202,source102.txt,-1.0,orig,four girls are doing backbends and playing in the garden
203,answer102.txt,3.7,test,four children are doing backbends in the park
204,source103.txt,-1.0,orig,four girls are doing backbends and playing indoors
205,answer103.txt,3.7,test,four children are doing backbends in the park
206,source104.txt,-1.0,orig,four kids are doing backbends in the park
207,answer104.txt,4.3,test,four girls are doing backbends and playing outdoors
208,source105.txt,-1.0,orig,four children are doing backbends in the gym
209,answer105.txt,3.8,train,four girls are doing backbends and playing outdoors
210,source106.txt,-1.0,orig,four girls are doing backbends and playing outdoors
211,answer106.txt,4.1,test,four children are doing backbends in the park
212,source107.txt,-1.0,orig,a man who is playing is running with the ball in his hands
213,answer107.txt,4.3,train,a player is running with the ball
214,source108.txt,-1.0,orig,a player is throwing the ball
215,answer108.txt,3.5,test,a player is running with the ball
216,source109.txt,-1.0,orig,two groups of people are playing football
217,answer109.txt,4.7,test,two teams are competing in a football match
218,source110.txt,-1.0,orig,two teams are competing in a football match
219,answer110.txt,3.9,test,two teams are competing in a baseball game
220,source111.txt,-1.0,orig,two teams are competing in a football match
221,answer111.txt,4.8,test,football is being played by two competing teams
222,source112.txt,-1.0,orig,two groups of people are playing football
223,answer112.txt,2.1,train,a player is running with the ball
224,source113.txt,-1.0,orig,two teams are competing in a baseball game
225,answer113.txt,3.0,train,a player is running with the ball
226,source114.txt,-1.0,orig,a player is running with the ball
227,answer114.txt,3.0,test,football is being played by two competing teams
228,source115.txt,-1.0,orig,two teams are competing in a football match
229,answer115.txt,2.7,test,a man who is playing is running with the ball in his hands
230,source116.txt,-1.0,orig,a player is throwing the ball
231,answer116.txt,2.9,train,two teams are competing in a football match
232,source117.txt,-1.0,orig,a player is running with the ball
233,answer117.txt,2.6,train,two teams are competing in a football match
234,source118.txt,-1.0,orig,five children are standing in front of a wooden hut
235,answer118.txt,4.8,test,five children are standing in front of a hut made of wood
236,source119.txt,-1.0,orig,five children are standing in front of a wooden hut
237,answer119.txt,4.2,train,five children are standing in a wooden hut
238,source120.txt,-1.0,orig,five wooden stands are in front of each child s hut
239,answer120.txt,3.2,train,five children are standing in front of a wooden hut
240,source121.txt,-1.0,orig,five kids are standing close together and one kid has a gun
241,answer121.txt,4.8,test,five kids are standing close together and one kid has a weapon
242,source122.txt,-1.0,orig,five kids are standing close together and one kid has a gun
243,answer122.txt,3.7,train,five kids are standing close together and none of the kids has a gun
244,source123.txt,-1.0,orig,five children are standing in front of a wooden hut
245,answer123.txt,2.8,test,five kids are standing close together and one kid has a weapon
246,source124.txt,-1.0,orig,five kids are standing close together and none of the kids has a gun
247,answer124.txt,2.6,train,five children are standing in front of a wooden hut
248,source125.txt,-1.0,orig,five children are standing in front of a hut made of wood
249,answer125.txt,3.0,test,five kids are standing close together and one kid has a gun
250,source126.txt,-1.0,orig,five children are standing in a wooden hut
251,answer126.txt,2.7,train,five kids are standing close together and one kid has a gun
252,source127.txt,-1.0,orig,five wooden stands are in front of each child s hut
253,answer127.txt,2.3,train,five kids are standing close together and one kid has a gun
254,source128.txt,-1.0,orig,five children are standing in front of a wooden hut
255,answer128.txt,2.3,test,five kids are standing close together and one kid has a gun
256,source129.txt,-1.0,orig,an old man is sitting in a field
257,answer129.txt,4.4,train,a man is sitting in a field
258,source130.txt,-1.0,orig,a man is sitting in a field
259,answer130.txt,2.6,train,a man is running in a field
260,source131.txt,-1.0,orig,a person is wearing a hat and is sitting on the grass
261,answer131.txt,4.1,train,a person is sitting in a field and is wearing a hat
262,source132.txt,-1.0,orig,a person is wearing a hat and is sitting on the grass
263,answer132.txt,3.3,test,there is no person wearing a hat and sitting on the grass
264,source133.txt,-1.0,orig,a person is sitting and wearing a grass hat
265,answer133.txt,3.4,train,a person is wearing a hat and is sitting on the grass
266,source134.txt,-1.0,orig,a person is sitting in a field and is wearing a hat
267,answer134.txt,4.0,test,a man is sitting in a field
268,source135.txt,-1.0,orig,a man is sitting in a field
269,answer135.txt,2.7,test,there is no person wearing a hat and sitting on the grass
270,source136.txt,-1.0,orig,a person is sitting and wearing a grass hat
271,answer136.txt,3.3,train,a man is sitting in a field
272,source137.txt,-1.0,orig,an old man is sitting in a field
273,answer137.txt,2.8,test,a person is wearing a hat and is sitting on the grass
274,source138.txt,-1.0,orig,a person is wearing a hat and is sitting on the grass
275,answer138.txt,1.4,test,a man is running in a field
276,source139.txt,-1.0,orig,a man is sitting in a field
277,answer139.txt,3.8,train,a person is wearing a hat and is sitting on the grass
278,source140.txt,-1.0,orig,the current is being ridden by a group of friends in a raft
279,answer140.txt,4.9,train,a group of friends are riding the current in a raft
280,source141.txt,-1.0,orig,a group of friends are riding the current in a raft
281,answer141.txt,3.7,train,a group is not riding the current in a raft
282,source142.txt,-1.0,orig,this group of people is practicing water safety and wearing preservers
283,answer142.txt,4.9,test,preservers are being worn by a group of people who are practicing water safety
284,source143.txt,-1.0,orig,nobody is practicing water safety and wearing preservers
285,answer143.txt,3.4,test,this group of people is practicing water safety and wearing preservers
286,source144.txt,-1.0,orig,a group of friends are riding the current in a raft
287,answer144.txt,2.9,test,preservers are being worn by a group of people who are practicing water safety
288,source145.txt,-1.0,orig,nobody is practicing water safety and wearing preservers
289,answer145.txt,2.2,test,a group of friends are riding the current in a raft
290,source146.txt,-1.0,orig,the current is being ridden by a group of friends in a raft
291,answer146.txt,3.2,train,this group of people is practicing water safety and wearing preservers
292,source147.txt,-1.0,orig,a group is not riding the current in a raft
293,answer147.txt,2.8,test,this group of people is practicing water safety and wearing preservers
294,source148.txt,-1.0,orig,a group of friends are riding the current in a raft
295,answer148.txt,3.1,train,this group of people is practicing water safety and wearing preservers
296,source149.txt,-1.0,orig,a deer is jumping over a fence
297,answer149.txt,4.535,test,a deer is jumping over the enclosure
298,source150.txt,-1.0,orig,a deer is jumping over a fence
299,answer150.txt,3.9,train,a deer isn t jumping over the fence
300,source151.txt,-1.0,orig,a wild deer is jumping a fence
301,answer151.txt,4.8,test,a deer is jumping a fence
302,source152.txt,-1.0,orig,a deer is jumping a fence
303,answer152.txt,4.1,test,there is no deer jumping fences
304,source153.txt,-1.0,orig,a wild deer is jumping a fence
305,answer153.txt,4.5,test,a deer is jumping over a fence
306,source154.txt,-1.0,orig,there is no deer jumping fences
307,answer154.txt,2.685,test,a deer is jumping over a fence
308,source155.txt,-1.0,orig,a deer is jumping over the enclosure
309,answer155.txt,4.2,test,a deer is jumping a fence
310,source156.txt,-1.0,orig,a deer is jumping a fence
311,answer156.txt,3.55,test,a deer isn t jumping over the fence
312,source157.txt,-1.0,orig,a deer is jumping over a fence
313,answer157.txt,4.9,test,a deer is jumping a fence
314,source158.txt,-1.0,orig,people are walking outside a building that has many murals on it
315,answer158.txt,4.7,test,people are walking outside the building that has several murals on it
316,source159.txt,-1.0,orig,people are walking inside a building that has many murals on it
317,answer159.txt,3.4,train,people are walking outside a building that has many murals on it
318,source160.txt,-1.0,orig,several people are in front of a building which is covered by colors
319,answer160.txt,4.7,test,several people are in front of a colorful building
320,source161.txt,-1.0,orig,several people are in front of a colorful building
321,answer161.txt,3.5,train,nobody is in front of the colorful building
322,source162.txt,-1.0,orig,several people are in front of a building which is covered by colors
323,answer162.txt,3.8,test,people are walking outside a building that has many murals on it
324,source163.txt,-1.0,orig,people are walking outside a building that has many murals on it
325,answer163.txt,3.6,train,nobody is in front of the colorful building
326,source164.txt,-1.0,orig,people are walking outside the building that has several murals on it
327,answer164.txt,3.6,train,several people are in front of a colorful building
328,source165.txt,-1.0,orig,several people are in front of a colorful building
329,answer165.txt,3.4,test,people are walking inside a building that has many murals on it
330,source166.txt,-1.0,orig,people are walking outside a building that has many murals on it
331,answer166.txt,3.7,test,several people are in front of a colorful building
332,source167.txt,-1.0,orig,a boy is hitting a baseball
333,answer167.txt,4.4,test,a child is hitting a baseball
334,source168.txt,-1.0,orig,a child is hitting a baseball
335,answer168.txt,3.8,test,a child is missing a baseball
336,source169.txt,-1.0,orig,a family is watching a little boy who is hitting a baseball
337,answer169.txt,4.6,test,a family is watching a boy who is hitting a baseball
338,source170.txt,-1.0,orig,a family is watching a little boy who is hitting a baseball
339,answer170.txt,3.9,train,a family is watching a little boy who is missing a baseball
340,source171.txt,-1.0,orig,a little boy is watching a family that is hitting a baseball
341,answer171.txt,3.7,test,a family is watching a little boy who is hitting a baseball
342,source172.txt,-1.0,orig,a family is watching a boy who is hitting a baseball
343,answer172.txt,3.7,test,a child is hitting a baseball
344,source173.txt,-1.0,orig,a child is hitting a baseball
345,answer173.txt,3.015,train,a family is watching a little boy who is missing a baseball
346,source174.txt,-1.0,orig,a little boy is watching a family that is hitting a baseball
347,answer174.txt,3.7,test,a child is hitting a baseball
348,source175.txt,-1.0,orig,a family is watching a little boy who is hitting a baseball
349,answer175.txt,4.2,test,a boy is hitting a baseball
350,source176.txt,-1.0,orig,a child is missing a baseball
351,answer176.txt,2.7,train,a family is watching a little boy who is hitting a baseball
352,source177.txt,-1.0,orig,a family is watching a little boy who is hitting a baseball
353,answer177.txt,4.1,test,a child is hitting a baseball
354,source178.txt,-1.0,orig,a large group of asian people is eating at a restaurant
355,answer178.txt,4.8,test,a group of people from asia is eating at a restaurant
356,source179.txt,-1.0,orig,a large group of asian people is eating at a restaurant
357,answer179.txt,3.4,test,a small group of people is waiting to eat in a restaurant
358,source180.txt,-1.0,orig,a large group of asian people is eating at a restaurant
359,answer180.txt,3.5,test,a group of people in a large asian restaurant is eating
360,source181.txt,-1.0,orig,various people are eating at red tables in a crowded restaurant with purple lights
361,answer181.txt,4.6,test,various customers are eating in a crowded restaurant with purple lights
362,source182.txt,-1.0,orig,few people are eating at red tables in a restaurant without lights
363,answer182.txt,3.2,test,various people are eating at red tables in a crowded restaurant with purple lights
364,source183.txt,-1.0,orig,a purple crowd of people is eating on various red lit restaurant tables
365,answer183.txt,3.3,train,various people are eating at red tables in a crowded restaurant with purple lights
366,source184.txt,-1.0,orig,a large group of asian people is eating at a restaurant
367,answer184.txt,2.9,train,various customers are eating in a crowded restaurant with purple lights
368,source185.txt,-1.0,orig,few people are eating at red tables in a restaurant without lights
369,answer185.txt,2.6,train,a large group of asian people is eating at a restaurant
370,source186.txt,-1.0,orig,a purple crowd of people is eating on various red lit restaurant tables
371,answer186.txt,3.1,train,a large group of asian people is eating at a restaurant
372,source187.txt,-1.0,orig,a group of people from asia is eating at a restaurant
373,answer187.txt,3.0,test,various people are eating at red tables in a crowded restaurant with purple lights
374,source188.txt,-1.0,orig,various people are eating at red tables in a crowded restaurant with purple lights
375,answer188.txt,3.2,train,a small group of people is waiting to eat in a restaurant
376,source189.txt,-1.0,orig,a group of people in a large asian restaurant is eating
377,answer189.txt,3.3,test,various people are eating at red tables in a crowded restaurant with purple lights
378,source190.txt,-1.0,orig,a large group of asian people is eating at a restaurant
379,answer190.txt,3.3,test,various people are eating at red tables in a crowded restaurant with purple lights
380,source191.txt,-1.0,orig,a motorcycle rider is standing up on the seat of a white motorcycle
381,answer191.txt,4.1,test,a motorcycle is riding standing up on the seat of the vehicle
382,source192.txt,-1.0,orig,a motorcycle rider is standing up on the seat of a white motorcycle
383,answer192.txt,3.8,train,no motorcycle rider is standing up on the seat of a motorcycle
384,source193.txt,-1.0,orig,someone is on a black and white motorcycle and is standing on the seat
385,answer193.txt,4.6,test,a rider is on a black and white bike and is standing on the seat
386,source194.txt,-1.0,orig,nobody is on a motorcycle and is standing on the seat
387,answer194.txt,3.7,train,someone is on a black and white motorcycle and is standing on the seat
388,source195.txt,-1.0,orig,a rider is on a black and white bike and is standing on the seat
389,answer195.txt,3.6,test,a motorcycle rider is standing up on the seat of a white motorcycle
390,source196.txt,-1.0,orig,nobody is on a motorcycle and is standing on the seat
391,answer196.txt,3.6,test,a motorcycle rider is standing up on the seat of a white motorcycle
392,source197.txt,-1.0,orig,someone is on a black and white motorcycle and is standing on the seat
393,answer197.txt,3.165,train,a motorcycle is riding standing up on the seat of the vehicle
394,source198.txt,-1.0,orig,someone is on a black and white motorcycle and is standing on the seat
395,answer198.txt,3.6,test,no motorcycle rider is standing up on the seat of a motorcycle
396,source199.txt,-1.0,orig,someone is on a black and white motorcycle and is standing on the seat
397,answer199.txt,3.7,test,a motorcycle rider is standing up on the seat of a white motorcycle
398,source200.txt,-1.0,orig,a motorcyclist is riding a motorbike dangerously along a roadway
399,answer200.txt,4.6,train,a motorcyclist is riding a motorbike along a roadway
400,source201.txt,-1.0,orig,there is no motorcyclist riding a motorbike along a roadway
401,answer201.txt,3.7,train,a motorcyclist is riding a motorbike along a roadway
402,source202.txt,-1.0,orig,a man with a helmet painted red is riding a blue motorcycle down the road
403,answer202.txt,4.8,train,a motorcyclist with a red helmet is riding a blue motorcycle down the road
404,source203.txt,-1.0,orig,a motorcyclist with a red helmet is riding a blue motorcycle down the road
405,answer203.txt,3.7,test,a motorcyclist without a helmet is waiting on a blue motorcycle near the road
406,source204.txt,-1.0,orig,a man with a helmet painted red is riding a blue motorcycle down the road
407,answer204.txt,4.0,test,a motorcyclist is riding a motorbike along a roadway
408,source205.txt,-1.0,orig,a motorcyclist without a helmet is waiting on a blue motorcycle near the road
409,answer205.txt,3.3,train,a motorcyclist is riding a motorbike along a roadway
410,source206.txt,-1.0,orig,a motorcyclist with a red helmet is riding a blue motorcycle down the road
411,answer206.txt,3.8,test,a motorcyclist is riding a motorbike dangerously along a roadway
412,source207.txt,-1.0,orig,there is no motorcyclist riding a motorbike along a roadway
413,answer207.txt,3.3,test,a motorcyclist with a red helmet is riding a blue motorcycle down the road
414,source208.txt,-1.0,orig,a motorcyclist with a red helmet is riding a blue motorcycle down the road
415,answer208.txt,4.5,test,a motorcyclist is riding a motorbike along a roadway
416,source209.txt,-1.0,orig,a dog is catching a stick in the air and another is watching
417,answer209.txt,4.2,test,a dog is leaping high in the air and another is watching
418,source210.txt,-1.0,orig,there is no dog leaping in the air
419,answer210.txt,3.3,test,a dog is leaping high in the air and another is watching
420,source211.txt,-1.0,orig,two dogs are playing by a tree
421,answer211.txt,4.6,train,two dogs are playing by a plant
422,source212.txt,-1.0,orig,two dogs are playing by a tree
423,answer212.txt,3.565,test,two dogs are sleeping by a tree
424,source213.txt,-1.0,orig,a dog is leaping high in the air and another is watching
425,answer213.txt,2.8,test,two dogs are playing by a plant
426,source214.txt,-1.0,orig,a dog is leaping high in the air and another is watching
427,answer214.txt,2.6,test,two dogs are sleeping by a tree
428,source215.txt,-1.0,orig,two dogs are playing by a tree
