File,Class,DataType
answer101.txt,4,test
source102.txt,-1,orig
answer102.txt,3.7,test
source103.txt,-1,orig
answer103.txt,3.7,test
source104.txt,-1,orig
answer104.txt,4.3,test
source105.txt,-1,orig
answer105.txt,3.8,train
source106.txt,-1,orig
answer106.txt,4.1,test
source107.txt,-1,orig
answer107.txt,4.3,train
source108.txt,-1,orig
answer108.txt,3.5,test
source109.txt,-1,orig
answer109.txt,4.7,test
source110.txt,-1,orig
answer110.txt,3.9,test
source111.txt,-1,orig
answer111.txt,4.8,test
source112.txt,-1,orig
answer112.txt,2.1,train
source113.txt,-1,orig
answer113.txt,3,train
source114.txt,-1,orig
answer114.txt,3,test
source115.txt,-1,orig
answer115.txt,2.7,test
source116.txt,-1,orig
answer116.txt,2.9,train
source117.txt,-1,orig
answer117.txt,2.6,train
source118.txt,-1,orig
answer118.txt,4.8,test
source119.txt,-1,orig
answer119.txt,4.2,train
source120.txt,-1,orig
answer120.txt,3.2,train
source121.txt,-1,orig
answer121.txt,4.8,test
source122.txt,-1,orig
answer122.txt,3.7,train
source123.txt,-1,orig
answer123.txt,2.8,test
source124.txt,-1,orig
answer124.txt,2.6,train
source125.txt,-1,orig
answer125.txt,3,test
source126.txt,-1,orig
answer126.txt,2.7,train
source127.txt,-1,orig
answer127.txt,2.3,train
source128.txt,-1,orig
answer128.txt,2.3,test
source129.txt,-1,orig
answer129.txt,4.4,train
source130.txt,-1,orig
answer130.txt,2.6,train
source131.txt,-1,orig
answer131.txt,4.1,train
source132.txt,-1,orig
answer132.txt,3.3,test
source133.txt,-1,orig
answer133.txt,3.4,train
source134.txt,-1,orig
answer134.txt,4,test
source135.txt,-1,orig
answer135.txt,2.7,test
source136.txt,-1,orig
answer136.txt,3.3,train
source137.txt,-1,orig
answer137.txt,2.8,test
source138.txt,-1,orig
answer138.txt,1.4,test
source139.txt,-1,orig
answer139.txt,3.8,train
source140.txt,-1,orig
answer140.txt,4.9,train
source141.txt,-1,orig
answer141.txt,3.7,train
source142.txt,-1,orig
answer142.txt,4.9,test
source143.txt,-1,orig
answer143.txt,3.4,test
source144.txt,-1,orig
answer144.txt,2.9,test
source145.txt,-1,orig
answer145.txt,2.2,test
source146.txt,-1,orig
answer146.txt,3.2,train
source147.txt,-1,orig
answer147.txt,2.8,test
source148.txt,-1,orig
answer148.txt,3.1,train
source149.txt,-1,orig
answer149.txt,4.535,test
source150.txt,-1,orig
answer150.txt,3.9,train
source151.txt,-1,orig
answer151.txt,4.8,test
source152.txt,-1,orig
answer152.txt,4.1,test
source153.txt,-1,orig
answer153.txt,4.5,test
source154.txt,-1,orig
answer154.txt,2.685,test
source155.txt,-1,orig
answer155.txt,4.2,test
source156.txt,-1,orig
answer156.txt,3.55,test
source157.txt,-1,orig
answer157.txt,4.9,test
source158.txt,-1,orig
answer158.txt,4.7,test
source159.txt,-1,orig
answer159.txt,3.4,train
source160.txt,-1,orig
answer160.txt,4.7,test
source161.txt,-1,orig
answer161.txt,3.5,train
source162.txt,-1,orig
answer162.txt,3.8,test
source163.txt,-1,orig
answer163.txt,3.6,train
source164.txt,-1,orig
answer164.txt,3.6,train
source165.txt,-1,orig
answer165.txt,3.4,test
source166.txt,-1,orig
answer166.txt,3.7,test
source167.txt,-1,orig
answer167.txt,4.4,test
source168.txt,-1,orig
answer168.txt,3.8,test
source169.txt,-1,orig
answer169.txt,4.6,test
source170.txt,-1,orig
answer170.txt,3.9,train
source171.txt,-1,orig
answer171.txt,3.7,test
source172.txt,-1,orig
answer172.txt,3.7,test
source173.txt,-1,orig
answer173.txt,3.015,train
source174.txt,-1,orig
answer174.txt,3.7,test
source175.txt,-1,orig
answer175.txt,4.2,test
source176.txt,-1,orig
answer176.txt,2.7,train
source177.txt,-1,orig
answer177.txt,4.1,test
source178.txt,-1,orig
answer178.txt,4.8,test
source179.txt,-1,orig
answer179.txt,3.4,test
source180.txt,-1,orig
answer180.txt,3.5,test
source181.txt,-1,orig
answer181.txt,4.6,test
source182.txt,-1,orig
answer182.txt,3.2,test
source183.txt,-1,orig
answer183.txt,3.3,train
source184.txt,-1,orig
answer184.txt,2.9,train
source185.txt,-1,orig
answer185.txt,2.6,train
source186.txt,-1,orig
answer186.txt,3.1,train
source187.txt,-1,orig
answer187.txt,3,test
source188.txt,-1,orig
answer188.txt,3.2,train
source189.txt,-1,orig
answer189.txt,3.3,test
source190.txt,-1,orig
answer190.txt,3.3,test
source191.txt,-1,orig
answer191.txt,4.1,test
source192.txt,-1,orig
answer192.txt,3.8,train
source193.txt,-1,orig
answer193.txt,4.6,test
source194.txt,-1,orig
answer194.txt,3.7,train
source195.txt,-1,orig
answer195.txt,3.6,test
source196.txt,-1,orig
answer196.txt,3.6,test
source197.txt,-1,orig
answer197.txt,3.165,train
source198.txt,-1,orig
answer198.txt,3.6,test
source199.txt,-1,orig
answer199.txt,3.7,test
source200.txt,-1,orig
answer200.txt,4.6,train
source201.txt,-1,orig
answer201.txt,3.7,train
source202.txt,-1,orig
answer202.txt,4.8,train
source203.txt,-1,orig
answer203.txt,3.7,test
source204.txt,-1,orig
answer204.txt,4,test
source205.txt,-1,orig
answer205.txt,3.3,train
source206.txt,-1,orig
answer206.txt,3.8,test
source207.txt,-1,orig
answer207.txt,3.3,test
source208.txt,-1,orig
answer208.txt,4.5,test
source209.txt,-1,orig
answer209.txt,4.2,test
source210.txt,-1,orig
answer210.txt,3.3,test
source211.txt,-1,orig
answer211.txt,4.6,train
source212.txt,-1,orig
answer212.txt,3.565,test
source213.txt,-1,orig
answer213.txt,2.8,test
source214.txt,-1,orig
answer214.txt,2.6,test
source215.txt,-1,orig
answer215.txt,3.7,train
source216.txt,-1,orig
answer216.txt,2.7,train
source217.txt,-1,orig
answer217.txt,3,train
source218.txt,-1,orig
answer218.txt,4.9,train
source219.txt,-1,orig
answer219.txt,4.2,train
source220.txt,-1,orig
answer220.txt,4.4,test
source221.txt,-1,orig
answer221.txt,3.9,test
source222.txt,-1,orig
answer222.txt,3.9,test
source223.txt,-1,orig
answer223.txt,4,train
source224.txt,-1,orig
answer224.txt,3.3,train
source225.txt,-1,orig
answer225.txt,2.7,train
source226.txt,-1,orig
answer226.txt,3.5,train
source227.txt,-1,orig
answer227.txt,3.3,train
source228.txt,-1,orig
answer228.txt,3.3,train
source229.txt,-1,orig
answer229.txt,4.5,test
source230.txt,-1,orig
answer230.txt,3.1,test
source231.txt,-1,orig
answer231.txt,4.5,test
source232.txt,-1,orig
answer232.txt,3.9,train
source233.txt,-1,orig
answer233.txt,3.7,train
source234.txt,-1,orig
answer234.txt,1.9,train
source235.txt,-1,orig
answer235.txt,2.7,test
source236.txt,-1,orig
answer236.txt,1.9,train
source237.txt,-1,orig
answer237.txt,2.3,train
source238.txt,-1,orig
answer238.txt,1.6,train
source239.txt,-1,orig
answer239.txt,2.3,test
source240.txt,-1,orig
answer240.txt,4.3,train
source241.txt,-1,orig
answer241.txt,4,train
source242.txt,-1,orig
answer242.txt,3.9,test
source243.txt,-1,orig
answer243.txt,3.9,test
source244.txt,-1,orig
answer244.txt,3.9,test
source245.txt,-1,orig
answer245.txt,3.7,test
source246.txt,-1,orig
answer246.txt,2.3,test
source247.txt,-1,orig
answer247.txt,3.6,test
source248.txt,-1,orig
answer248.txt,3.6,train
source249.txt,-1,orig
answer249.txt,2.5,train
source250.txt,-1,orig
answer250.txt,3,test
source251.txt,-1,orig
answer251.txt,3.1,test
source252.txt,-1,orig
answer252.txt,3.8,test
source253.txt,-1,orig
answer253.txt,4.7,train
source254.txt,-1,orig
answer254.txt,3.2,train
source255.txt,-1,orig
answer255.txt,4.2,test
source256.txt,-1,orig
answer256.txt,4.3,train
source257.txt,-1,orig
answer257.txt,2.5,train
source258.txt,-1,orig
answer258.txt,2.5,train
source259.txt,-1,orig
answer259.txt,2.9,train
source260.txt,-1,orig
answer260.txt,2.4,train
source261.txt,-1,orig
answer261.txt,3.2,test
source262.txt,-1,orig
answer262.txt,4.7,test
source263.txt,-1,orig
answer263.txt,4.1,test
source264.txt,-1,orig
answer264.txt,2.8,test
source265.txt,-1,orig
answer265.txt,4.8,train
source266.txt,-1,orig
answer266.txt,3.6,train
source267.txt,-1,orig
answer267.txt,2.9,test
source268.txt,-1,orig
answer268.txt,2.5,test
source269.txt,-1,orig
answer269.txt,3.2,train
source270.txt,-1,orig
answer270.txt,3.7,test
source271.txt,-1,orig
answer271.txt,3.1,test
source272.txt,-1,orig
answer272.txt,3.8,train
source273.txt,-1,orig
answer273.txt,4.1,train
source274.txt,-1,orig
answer274.txt,3.6,test
source275.txt,-1,orig
answer275.txt,4.2,test
source276.txt,-1,orig
answer276.txt,3.2,train
source277.txt,-1,orig
answer277.txt,3,train
source278.txt,-1,orig
answer278.txt,2.8,test
source279.txt,-1,orig
answer279.txt,3.3,train
source280.txt,-1,orig
answer280.txt,3.135,train
source281.txt,-1,orig
answer281.txt,4,test
source282.txt,-1,orig
answer282.txt,4.6,test
source283.txt,-1,orig
answer283.txt,3.6,train
source284.txt,-1,orig
answer284.txt,4.7,test
source285.txt,-1,orig
answer285.txt,3.9,train
source286.txt,-1,orig
answer286.txt,3,train
source287.txt,-1,orig
answer287.txt,3.8,train
source288.txt,-1,orig
answer288.txt,3.8,test
source289.txt,-1,orig
answer289.txt,3.4,train
source290.txt,-1,orig
answer290.txt,3,test
source291.txt,-1,orig
answer291.txt,4,train
source292.txt,-1,orig
answer292.txt,3.285,test
source293.txt,-1,orig
answer293.txt,4.4,train
source294.txt,-1,orig
answer294.txt,3.8,test
source295.txt,-1,orig
answer295.txt,2.9,test
source296.txt,-1,orig
answer296.txt,2.8,train
source297.txt,-1,orig
answer297.txt,2.3,test
source298.txt,-1,orig
answer298.txt,1.8,test
source299.txt,-1,orig
answer299.txt,3.2,test
source300.txt,-1,orig
answer300.txt,4.7,test
source301.txt,-1,orig
answer301.txt,2.9,train
source302.txt,-1,orig
answer302.txt,3.1,train
source303.txt,-1,orig
answer303.txt,4.4,train
source304.txt,-1,orig
answer304.txt,3.8,train
source305.txt,-1,orig
answer305.txt,3.8,train
source306.txt,-1,orig
answer306.txt,3.1,test
source307.txt,-1,orig
answer307.txt,3.5,test
source308.txt,-1,orig
answer308.txt,3.2,test
source309.txt,-1,orig
answer309.txt,3,train
source310.txt,-1,orig
answer310.txt,4.2,train
source311.txt,-1,orig
answer311.txt,4.3,train
source312.txt,-1,orig
answer312.txt,3.8,train
source313.txt,-1,orig
answer313.txt,4.5,train
source314.txt,-1,orig
answer314.txt,3.8,test
source315.txt,-1,orig
answer315.txt,3.3,train
source316.txt,-1,orig
answer316.txt,1.6,test
source317.txt,-1,orig
answer317.txt,1.3,train
source318.txt,-1,orig
answer318.txt,1.7,test
source319.txt,-1,orig
answer319.txt,1.8,test
source320.txt,-1,orig
answer320.txt,1,test
source321.txt,-1,orig
answer321.txt,1.9,test
source322.txt,-1,orig
answer322.txt,4.7,test
source323.txt,-1,orig
answer323.txt,3.9,train
source324.txt,-1,orig
answer324.txt,4.4,test
source325.txt,-1,orig
answer325.txt,4.1,test
source326.txt,-1,orig
answer326.txt,2.3,test
source327.txt,-1,orig
answer327.txt,1.5,train
source328.txt,-1,orig
answer328.txt,1.4,test
source329.txt,-1,orig
answer329.txt,1.3,train
source330.txt,-1,orig
answer330.txt,1.3,test
source331.txt,-1,orig
answer331.txt,4,train
source332.txt,-1,orig
answer332.txt,2.6,train
source333.txt,-1,orig
answer333.txt,4.5,train
source334.txt,-1,orig
answer334.txt,3.1,test
source335.txt,-1,orig
answer335.txt,4.6,train
source336.txt,-1,orig
answer336.txt,4.4,test
source337.txt,-1,orig
answer337.txt,3.8,test
source338.txt,-1,orig
answer338.txt,1.4,train
source339.txt,-1,orig
answer339.txt,4.3,train
source340.txt,-1,orig
answer340.txt,4.7,train
source341.txt,-1,orig
answer341.txt,3.7,train
source342.txt,-1,orig
answer342.txt,2.7,train
source343.txt,-1,orig
answer343.txt,4.8,test
source344.txt,-1,orig
answer344.txt,3.8,train
source345.txt,-1,orig
answer345.txt,3.5,test
source346.txt,-1,orig
answer346.txt,2.5,train
source347.txt,-1,orig
answer347.txt,2.8,train
source348.txt,-1,orig
answer348.txt,2.6,test
source349.txt,-1,orig
answer349.txt,2.1,test
source350.txt,-1,orig
answer350.txt,3.2,test
source351.txt,-1,orig
answer351.txt,4.6,train
source352.txt,-1,orig
answer352.txt,3.9,test
source353.txt,-1,orig
answer353.txt,3.2,test
source354.txt,-1,orig
answer354.txt,4.3,train
source355.txt,-1,orig
answer355.txt,3.5,test
source356.txt,-1,orig
answer356.txt,4.2,test
source357.txt,-1,orig
answer357.txt,3.1,test
source358.txt,-1,orig
answer358.txt,3.9,train
source359.txt,-1,orig
answer359.txt,3.9,test
source360.txt,-1,orig
answer360.txt,3.2,train
source361.txt,-1,orig
answer361.txt,4,train
source362.txt,-1,orig
answer362.txt,4.5,train
source363.txt,-1,orig
answer363.txt,3.4,train
source364.txt,-1,orig
answer364.txt,4.9,test
source365.txt,-1,orig
answer365.txt,4.4,test
source366.txt,-1,orig
answer366.txt,4.1,train
source367.txt,-1,orig
answer367.txt,3.2,train
source368.txt,-1,orig
answer368.txt,3.8,test
source369.txt,-1,orig
answer369.txt,2.8,test
source370.txt,-1,orig
answer370.txt,4.3,train
source371.txt,-1,orig
answer371.txt,4.3,test
source372.txt,-1,orig
answer372.txt,3.8,train
source373.txt,-1,orig
answer373.txt,4.4,train
source374.txt,-1,orig
answer374.txt,2.9,train
source375.txt,-1,orig
answer375.txt,2.6,train
source376.txt,-1,orig
answer376.txt,2.4,test
source377.txt,-1,orig
answer377.txt,2.1,train
source378.txt,-1,orig
answer378.txt,2,train
source379.txt,-1,orig
answer379.txt,2.5,train
source380.txt,-1,orig
answer380.txt,1.6,train
source381.txt,-1,orig
answer381.txt,2.4,train
source382.txt,-1,orig
answer382.txt,4.4,train
source383.txt,-1,orig
answer383.txt,3.935,test
source384.txt,-1,orig
answer384.txt,4.35,train
source385.txt,-1,orig
answer385.txt,4,test
source386.txt,-1,orig
answer386.txt,4,test
source387.txt,-1,orig
answer387.txt,3.8,train
source388.txt,-1,orig
answer388.txt,3.6,test
source389.txt,-1,orig
answer389.txt,3.4,test
source390.txt,-1,orig
answer390.txt,4.6,train
source391.txt,-1,orig
answer391.txt,4.8,train
source392.txt,-1,orig
answer392.txt,4.1,train
source393.txt,-1,orig
answer393.txt,3.7,train
source394.txt,-1,orig
answer394.txt,3.6,train
source395.txt,-1,orig
answer395.txt,4.2,train
source396.txt,-1,orig
answer396.txt,2.6,train
source397.txt,-1,orig
answer397.txt,2.7,train
source398.txt,-1,orig
answer398.txt,3.1,train
source399.txt,-1,orig
answer399.txt,2.7,test
source400.txt,-1,orig
answer400.txt,3.2,test
source401.txt,-1,orig
answer401.txt,3.7,test
source402.txt,-1,orig
answer402.txt,4.1,train
source403.txt,-1,orig
answer403.txt,3.5,train
source404.txt,-1,orig
answer404.txt,4.7,train
source405.txt,-1,orig
answer405.txt,3.5,test
source406.txt,-1,orig
answer406.txt,3.6,test
source407.txt,-1,orig
answer407.txt,1.8,test
source408.txt,-1,orig
answer408.txt,4.1,test
source409.txt,-1,orig
answer409.txt,1.5,train
source410.txt,-1,orig
answer410.txt,3.2,train
source411.txt,-1,orig
answer411.txt,4.9,test
source412.txt,-1,orig
answer412.txt,3.3,test
source413.txt,-1,orig
answer413.txt,3,train
source414.txt,-1,orig
answer414.txt,4.7,test
source415.txt,-1,orig
answer415.txt,3.5,train
source416.txt,-1,orig
answer416.txt,3.8,test
source417.txt,-1,orig
answer417.txt,4,train
source418.txt,-1,orig
answer418.txt,3.2,test
source419.txt,-1,orig
answer419.txt,3.9,test
source420.txt,-1,orig
answer420.txt,2.2,test
source421.txt,-1,orig
answer421.txt,3.7,test
source422.txt,-1,orig
answer422.txt,4.3,train
source423.txt,-1,orig
answer423.txt,3.2,train
source424.txt,-1,orig
answer424.txt,4.5,test
source425.txt,-1,orig
answer425.txt,3.4,test
source426.txt,-1,orig
answer426.txt,3.6,test
source427.txt,-1,orig
answer427.txt,4.3,train
source428.txt,-1,orig
answer428.txt,3.2,train
source429.txt,-1,orig
answer429.txt,2.6,test
source430.txt,-1,orig
answer430.txt,3.9,test
source431.txt,-1,orig
answer431.txt,3.6,test
source432.txt,-1,orig
answer432.txt,4.4,test
source433.txt,-1,orig
answer433.txt,4.9,test
source434.txt,-1,orig
answer434.txt,4.2,train
source435.txt,-1,orig
answer435.txt,4.3,train
source436.txt,-1,orig
answer436.txt,2.4,train
source437.txt,-1,orig
answer437.txt,2.8,test
source438.txt,-1,orig
answer438.txt,1.9,train
source439.txt,-1,orig
answer439.txt,2.9,train
source440.txt,-1,orig
answer440.txt,3.7,train
source441.txt,-1,orig
answer441.txt,3.3,train
source442.txt,-1,orig
answer442.txt,4.7,train
source443.txt,-1,orig
answer443.txt,3.8,test
source444.txt,-1,orig
answer444.txt,3.2,test
source445.txt,-1,orig
answer445.txt,4.6,test
source446.txt,-1,orig
answer446.txt,3.5,train
source447.txt,-1,orig
answer447.txt,4,train
source448.txt,-1,orig
answer448.txt,3.6,test
source449.txt,-1,orig
answer449.txt,3.6,train
source450.txt,-1,orig
answer450.txt,3.3,train
source451.txt,-1,orig
answer451.txt,2.3,train
source452.txt,-1,orig
answer452.txt,4,test
source453.txt,-1,orig
answer453.txt,4.6,test
source454.txt,-1,orig
answer454.txt,3.6,train
source455.txt,-1,orig
answer455.txt,4.2,test
source456.txt,-1,orig
answer456.txt,3.3,test
source457.txt,-1,orig
answer457.txt,3,train
source458.txt,-1,orig
answer458.txt,2.4,test
source459.txt,-1,orig
answer459.txt,2.5,test
source460.txt,-1,orig
answer460.txt,2.4,test
source461.txt,-1,orig
answer461.txt,2.7,train
source462.txt,-1,orig
answer462.txt,3.5,train
source463.txt,-1,orig
answer463.txt,3.2,test
source464.txt,-1,orig
answer464.txt,3.5,test
source465.txt,-1,orig
answer465.txt,4.7,train
source466.txt,-1,orig
answer466.txt,4.8,test
source467.txt,-1,orig
answer467.txt,3.3,test
source468.txt,-1,orig
answer468.txt,2.8,test
source469.txt,-1,orig
answer469.txt,4.5,test
source470.txt,-1,orig
answer470.txt,3.4,train
source471.txt,-1,orig
answer471.txt,2.7,test
source472.txt,-1,orig
answer472.txt,3.8,test
source473.txt,-1,orig
answer473.txt,4.5,train
source474.txt,-1,orig
answer474.txt,3.035,test
source475.txt,-1,orig
answer475.txt,4,train
source476.txt,-1,orig
answer476.txt,4,train
source477.txt,-1,orig
answer477.txt,3.9,train
source478.txt,-1,orig
answer478.txt,4.085,test
source479.txt,-1,orig
answer479.txt,4,test
source480.txt,-1,orig
answer480.txt,3.6,test
source481.txt,-1,orig
answer481.txt,4.5,test
source482.txt,-1,orig
answer482.txt,4.7,test
source483.txt,-1,orig
answer483.txt,2.5,test
source484.txt,-1,orig
answer484.txt,4.2,train
source485.txt,-1,orig
answer485.txt,3.3,train
source486.txt,-1,orig
answer486.txt,3.8,train
source487.txt,-1,orig
answer487.txt,2.95,test
source488.txt,-1,orig
answer488.txt,3.8,test
source489.txt,-1,orig
answer489.txt,3,train
source490.txt,-1,orig
answer490.txt,3.7,test
source491.txt,-1,orig
answer491.txt,4.9,train
source492.txt,-1,orig
answer492.txt,3.3,test
source493.txt,-1,orig
answer493.txt,2.4,test
source494.txt,-1,orig
answer494.txt,4.8,train
source495.txt,-1,orig
answer495.txt,3.9,test
source496.txt,-1,orig
answer496.txt,3,train
source497.txt,-1,orig
answer497.txt,2.9,train
source498.txt,-1,orig
answer498.txt,3.7,test
source499.txt,-1,orig
answer499.txt,2.7,train
source500.txt,-1,orig
answer500.txt,2.5,train
source501.txt,-1,orig
answer501.txt,3.3,test
source502.txt,-1,orig
answer502.txt,4.5,test
source503.txt,-1,orig
answer503.txt,3.45,test
source504.txt,-1,orig
answer504.txt,3.7,test
source505.txt,-1,orig
answer505.txt,4.7,train
source506.txt,-1,orig
answer506.txt,3.7,train
source507.txt,-1,orig
answer507.txt,3.6,train
source508.txt,-1,orig
answer508.txt,3.5,train
source509.txt,-1,orig
answer509.txt,2.8,test
source510.txt,-1,orig
answer510.txt,2.4,test
source511.txt,-1,orig
answer511.txt,3,test
source512.txt,-1,orig
answer512.txt,3,test
source513.txt,-1,orig
answer513.txt,2.4,train
source514.txt,-1,orig
answer514.txt,3.9,train
source515.txt,-1,orig
answer515.txt,4.3,train
source516.txt,-1,orig
answer516.txt,3.7,train
source517.txt,-1,orig
answer517.txt,2.8,test
source518.txt,-1,orig
answer518.txt,4.7,test
source519.txt,-1,orig
answer519.txt,4,test
source520.txt,-1,orig
answer520.txt,3.3,train
source521.txt,-1,orig
answer521.txt,3,test
source522.txt,-1,orig
answer522.txt,2.6,train
source523.txt,-1,orig
answer523.txt,2.7,test
source524.txt,-1,orig
answer524.txt,3.7,train
source525.txt,-1,orig
answer525.txt,2.5,test
source526.txt,-1,orig
answer526.txt,2.4,train
source527.txt,-1,orig
answer527.txt,2.5,train
source528.txt,-1,orig
answer528.txt,4.7,train
source529.txt,-1,orig
answer529.txt,3.315,train
source530.txt,-1,orig
answer530.txt,3.1,train
source531.txt,-1,orig
answer531.txt,4.8,train
source532.txt,-1,orig
answer532.txt,3.1,test
source533.txt,-1,orig
answer533.txt,3.4,test
source534.txt,-1,orig
answer534.txt,3.5,test
source535.txt,-1,orig
answer535.txt,2.7,train
source536.txt,-1,orig
answer536.txt,2.4,test
source537.txt,-1,orig
answer537.txt,3.3,test
source538.txt,-1,orig
answer538.txt,2.6,train
source539.txt,-1,orig
answer539.txt,2.3,test
source540.txt,-1,orig
answer540.txt,3.3,test
source541.txt,-1,orig
answer541.txt,4.9,train
source542.txt,-1,orig
answer542.txt,3.5,train
source543.txt,-1,orig
answer543.txt,3,test
source544.txt,-1,orig
answer544.txt,4.6,test
source545.txt,-1,orig
answer545.txt,3.1,train
source546.txt,-1,orig
answer546.txt,3.1,test
source547.txt,-1,orig
answer547.txt,2.685,test
source548.txt,-1,orig
answer548.txt,2.5,train
source549.txt,-1,orig
answer549.txt,3.5,test
source550.txt,-1,orig
answer550.txt,3.1,train
source551.txt,-1,orig
answer551.txt,1.9,train
source552.txt,-1,orig
answer552.txt,2.5,train
source553.txt,-1,orig
answer553.txt,2.9,test
source554.txt,-1,orig
answer554.txt,4.4,test
source555.txt,-1,orig
answer555.txt,3.4,train
source556.txt,-1,orig
answer556.txt,2.5,train
source557.txt,-1,orig
answer557.txt,4.9,train
source558.txt,-1,orig
answer558.txt,3.8,test
source559.txt,-1,orig
answer559.txt,3.1,test
source560.txt,-1,orig
answer560.txt,4,train
source561.txt,-1,orig
answer561.txt,3.6,train
source562.txt,-1,orig
answer562.txt,2.5,test
source563.txt,-1,orig
answer563.txt,3.6,test
