File,Class,DataType
answer45.txt,neutral,train
source46.txt,-1,orig
answer46.txt,neutral,test
source47.txt,-1,orig
answer47.txt,neutral,train
source48.txt,-1,orig
answer48.txt,neutral,test
source49.txt,-1,orig
answer49.txt,neutral,train
source50.txt,-1,orig
answer50.txt,neutral,test
source51.txt,-1,orig
answer51.txt,neutral,test
source52.txt,-1,orig
answer52.txt,entailment,test
source53.txt,-1,orig
answer53.txt,neutral,test
source54.txt,-1,orig
answer54.txt,neutral,test
source55.txt,-1,orig
answer55.txt,entailment,train
source56.txt,-1,orig
answer56.txt,neutral,train
source57.txt,-1,orig
answer57.txt,neutral,test
source58.txt,-1,orig
answer58.txt,neutral,train
source59.txt,-1,orig
answer59.txt,neutral,test
source60.txt,-1,orig
answer60.txt,neutral,test
source61.txt,-1,orig
answer61.txt,neutral,test
source62.txt,-1,orig
answer62.txt,neutral,train
source63.txt,-1,orig
answer63.txt,entailment,test
source64.txt,-1,orig
answer64.txt,contradiction,test
source65.txt,-1,orig
answer65.txt,neutral,train
source66.txt,-1,orig
answer66.txt,entailment,test
source67.txt,-1,orig
answer67.txt,contradiction,test
source68.txt,-1,orig
answer68.txt,neutral,test
source69.txt,-1,orig
answer69.txt,contradiction,test
source70.txt,-1,orig
answer70.txt,neutral,train
source71.txt,-1,orig
answer71.txt,neutral,test
source72.txt,-1,orig
answer72.txt,neutral,train
source73.txt,-1,orig
answer73.txt,neutral,train
source74.txt,-1,orig
answer74.txt,entailment,test
source75.txt,-1,orig
answer75.txt,neutral,test
source76.txt,-1,orig
answer76.txt,neutral,test
source77.txt,-1,orig
answer77.txt,entailment,train
source78.txt,-1,orig
answer78.txt,neutral,train
source79.txt,-1,orig
answer79.txt,neutral,train
source80.txt,-1,orig
answer80.txt,neutral,test
source81.txt,-1,orig
answer81.txt,neutral,train
source82.txt,-1,orig
answer82.txt,neutral,train
source83.txt,-1,orig
answer83.txt,neutral,train
source84.txt,-1,orig
answer84.txt,neutral,train
source85.txt,-1,orig
answer85.txt,neutral,train
source86.txt,-1,orig
answer86.txt,neutral,test
source87.txt,-1,orig
answer87.txt,entailment,train
source88.txt,-1,orig
answer88.txt,contradiction,train
source89.txt,-1,orig
answer89.txt,entailment,test
source90.txt,-1,orig
answer90.txt,contradiction,train
source91.txt,-1,orig
answer91.txt,neutral,train
source92.txt,-1,orig
answer92.txt,neutral,test
source93.txt,-1,orig
answer93.txt,neutral,train
source94.txt,-1,orig
answer94.txt,neutral,train
source95.txt,-1,orig
answer95.txt,neutral,test
source96.txt,-1,orig
answer96.txt,neutral,test
source97.txt,-1,orig
answer97.txt,neutral,train
source98.txt,-1,orig
answer98.txt,entailment,train
source99.txt,-1,orig
answer99.txt,neutral,train
source100.txt,-1,orig
answer100.txt,entailment,train
source101.txt,-1,orig
answer101.txt,neutral,test
source102.txt,-1,orig
answer102.txt,neutral,test
source103.txt,-1,orig
answer103.txt,neutral,test
source104.txt,-1,orig
answer104.txt,entailment,test
source105.txt,-1,orig
answer105.txt,neutral,train
source106.txt,-1,orig
answer106.txt,neutral,test
source107.txt,-1,orig
answer107.txt,entailment,train
source108.txt,-1,orig
answer108.txt,neutral,test
source109.txt,-1,orig
answer109.txt,entailment,test
source110.txt,-1,orig
answer110.txt,neutral,test
source111.txt,-1,orig
answer111.txt,entailment,test
source112.txt,-1,orig
answer112.txt,neutral,train
source113.txt,-1,orig
answer113.txt,neutral,train
source114.txt,-1,orig
answer114.txt,neutral,test
source115.txt,-1,orig
answer115.txt,neutral,test
source116.txt,-1,orig
answer116.txt,neutral,train
source117.txt,-1,orig
answer117.txt,neutral,train
source118.txt,-1,orig
answer118.txt,entailment,test
source119.txt,-1,orig
answer119.txt,neutral,train
source120.txt,-1,orig
answer120.txt,neutral,train
source121.txt,-1,orig
answer121.txt,entailment,test
source122.txt,-1,orig
answer122.txt,contradiction,train
source123.txt,-1,orig
answer123.txt,neutral,test
source124.txt,-1,orig
answer124.txt,neutral,train
source125.txt,-1,orig
answer125.txt,neutral,test
source126.txt,-1,orig
answer126.txt,neutral,train
source127.txt,-1,orig
answer127.txt,neutral,train
source128.txt,-1,orig
answer128.txt,neutral,test
source129.txt,-1,orig
answer129.txt,entailment,train
source130.txt,-1,orig
answer130.txt,neutral,train
source131.txt,-1,orig
answer131.txt,neutral,train
source132.txt,-1,orig
answer132.txt,contradiction,test
source133.txt,-1,orig
answer133.txt,neutral,train
source134.txt,-1,orig
answer134.txt,neutral,test
source135.txt,-1,orig
answer135.txt,neutral,test
source136.txt,-1,orig
answer136.txt,neutral,train
source137.txt,-1,orig
answer137.txt,neutral,test
source138.txt,-1,orig
answer138.txt,neutral,test
source139.txt,-1,orig
answer139.txt,neutral,train
source140.txt,-1,orig
answer140.txt,entailment,train
source141.txt,-1,orig
answer141.txt,contradiction,train
source142.txt,-1,orig
answer142.txt,entailment,test
source143.txt,-1,orig
answer143.txt,contradiction,test
source144.txt,-1,orig
answer144.txt,neutral,test
source145.txt,-1,orig
answer145.txt,neutral,test
source146.txt,-1,orig
answer146.txt,neutral,train
source147.txt,-1,orig
answer147.txt,neutral,test
source148.txt,-1,orig
answer148.txt,neutral,train
source149.txt,-1,orig
answer149.txt,entailment,test
source150.txt,-1,orig
answer150.txt,contradiction,train
source151.txt,-1,orig
answer151.txt,entailment,test
source152.txt,-1,orig
answer152.txt,contradiction,test
source153.txt,-1,orig
answer153.txt,entailment,test
source154.txt,-1,orig
answer154.txt,contradiction,test
source155.txt,-1,orig
answer155.txt,neutral,test
source156.txt,-1,orig
answer156.txt,contradiction,test
source157.txt,-1,orig
answer157.txt,entailment,test
source158.txt,-1,orig
answer158.txt,entailment,test
source159.txt,-1,orig
answer159.txt,neutral,train
source160.txt,-1,orig
answer160.txt,entailment,test
source161.txt,-1,orig
answer161.txt,contradiction,train
source162.txt,-1,orig
answer162.txt,entailment,test
source163.txt,-1,orig
answer163.txt,neutral,train
source164.txt,-1,orig
answer164.txt,entailment,train
source165.txt,-1,orig
answer165.txt,neutral,test
source166.txt,-1,orig
answer166.txt,neutral,test
source167.txt,-1,orig
answer167.txt,entailment,test
source168.txt,-1,orig
answer168.txt,contradiction,test
source169.txt,-1,orig
answer169.txt,entailment,test
source170.txt,-1,orig
answer170.txt,neutral,train
source171.txt,-1,orig
answer171.txt,neutral,test
source172.txt,-1,orig
answer172.txt,entailment,test
source173.txt,-1,orig
answer173.txt,neutral,train
source174.txt,-1,orig
answer174.txt,neutral,test
source175.txt,-1,orig
answer175.txt,entailment,test
source176.txt,-1,orig
answer176.txt,neutral,train
source177.txt,-1,orig
answer177.txt,entailment,test
source178.txt,-1,orig
answer178.txt,entailment,test
source179.txt,-1,orig
answer179.txt,neutral,test
source180.txt,-1,orig
answer180.txt,neutral,test
source181.txt,-1,orig
answer181.txt,entailment,test
source182.txt,-1,orig
answer182.txt,neutral,test
source183.txt,-1,orig
answer183.txt,neutral,train
source184.txt,-1,orig
answer184.txt,neutral,train
source185.txt,-1,orig
answer185.txt,neutral,train
source186.txt,-1,orig
answer186.txt,neutral,train
source187.txt,-1,orig
answer187.txt,neutral,test
source188.txt,-1,orig
answer188.txt,neutral,train
source189.txt,-1,orig
answer189.txt,neutral,test
source190.txt,-1,orig
answer190.txt,neutral,test
source191.txt,-1,orig
answer191.txt,entailment,test
source192.txt,-1,orig
answer192.txt,contradiction,train
source193.txt,-1,orig
answer193.txt,entailment,test
source194.txt,-1,orig
answer194.txt,contradiction,train
source195.txt,-1,orig
answer195.txt,neutral,test
source196.txt,-1,orig
answer196.txt,contradiction,test
source197.txt,-1,orig
answer197.txt,neutral,train
source198.txt,-1,orig
answer198.txt,contradiction,test
source199.txt,-1,orig
answer199.txt,neutral,test
source200.txt,-1,orig
answer200.txt,entailment,train
source201.txt,-1,orig
answer201.txt,contradiction,train
source202.txt,-1,orig
answer202.txt,entailment,train
source203.txt,-1,orig
answer203.txt,neutral,test
source204.txt,-1,orig
answer204.txt,entailment,test
source205.txt,-1,orig
answer205.txt,neutral,train
source206.txt,-1,orig
answer206.txt,neutral,test
source207.txt,-1,orig
answer207.txt,contradiction,test
source208.txt,-1,orig
answer208.txt,entailment,test
source209.txt,-1,orig
answer209.txt,entailment,test
source210.txt,-1,orig
answer210.txt,contradiction,test
source211.txt,-1,orig
answer211.txt,entailment,train
source212.txt,-1,orig
answer212.txt,neutral,test
source213.txt,-1,orig
answer213.txt,neutral,test
source214.txt,-1,orig
answer214.txt,neutral,test
source215.txt,-1,orig
answer215.txt,neutral,train
source216.txt,-1,orig
answer216.txt,neutral,train
source217.txt,-1,orig
answer217.txt,neutral,train
source218.txt,-1,orig
answer218.txt,entailment,train
source219.txt,-1,orig
answer219.txt,contradiction,train
source220.txt,-1,orig
answer220.txt,neutral,test
source221.txt,-1,orig
answer221.txt,neutral,test
source222.txt,-1,orig
answer222.txt,entailment,test
source223.txt,-1,orig
answer223.txt,neutral,train
source224.txt,-1,orig
answer224.txt,neutral,train
source225.txt,-1,orig
answer225.txt,neutral,train
source226.txt,-1,orig
answer226.txt,neutral,train
source227.txt,-1,orig
answer227.txt,neutral,train
source228.txt,-1,orig
answer228.txt,neutral,train
source229.txt,-1,orig
answer229.txt,entailment,test
source230.txt,-1,orig
answer230.txt,contradiction,test
source231.txt,-1,orig
answer231.txt,entailment,test
source232.txt,-1,orig
answer232.txt,contradiction,train
source233.txt,-1,orig
answer233.txt,neutral,train
source234.txt,-1,orig
answer234.txt,neutral,train
source235.txt,-1,orig
answer235.txt,neutral,test
source236.txt,-1,orig
answer236.txt,neutral,train
source237.txt,-1,orig
answer237.txt,neutral,train
source238.txt,-1,orig
answer238.txt,neutral,train
source239.txt,-1,orig
answer239.txt,neutral,test
source240.txt,-1,orig
answer240.txt,entailment,train
source241.txt,-1,orig
answer241.txt,neutral,train
source242.txt,-1,orig
answer242.txt,neutral,test
source243.txt,-1,orig
answer243.txt,neutral,test
source244.txt,-1,orig
answer244.txt,contradiction,test
source245.txt,-1,orig
answer245.txt,neutral,test
source246.txt,-1,orig
answer246.txt,neutral,test
source247.txt,-1,orig
answer247.txt,contradiction,test
source248.txt,-1,orig
answer248.txt,neutral,train
source249.txt,-1,orig
answer249.txt,neutral,train
source250.txt,-1,orig
answer250.txt,neutral,test
source251.txt,-1,orig
answer251.txt,neutral,test
source252.txt,-1,orig
answer252.txt,neutral,test
source253.txt,-1,orig
answer253.txt,entailment,train
source254.txt,-1,orig
answer254.txt,contradiction,train
source255.txt,-1,orig
answer255.txt,entailment,test
source256.txt,-1,orig
answer256.txt,contradiction,train
source257.txt,-1,orig
answer257.txt,neutral,train
source258.txt,-1,orig
answer258.txt,neutral,train
source259.txt,-1,orig
answer259.txt,neutral,train
source260.txt,-1,orig
answer260.txt,neutral,train
source261.txt,-1,orig
answer261.txt,neutral,test
source262.txt,-1,orig
answer262.txt,entailment,test
source263.txt,-1,orig
answer263.txt,neutral,test
source264.txt,-1,orig
answer264.txt,neutral,test
source265.txt,-1,orig
answer265.txt,entailment,train
source266.txt,-1,orig
answer266.txt,contradiction,train
source267.txt,-1,orig
answer267.txt,neutral,test
source268.txt,-1,orig
answer268.txt,neutral,test
source269.txt,-1,orig
answer269.txt,neutral,train
source270.txt,-1,orig
answer270.txt,neutral,test
source271.txt,-1,orig
answer271.txt,neutral,test
source272.txt,-1,orig
answer272.txt,neutral,train
source273.txt,-1,orig
answer273.txt,entailment,train
source274.txt,-1,orig
answer274.txt,neutral,test
source275.txt,-1,orig
answer275.txt,neutral,test
source276.txt,-1,orig
answer276.txt,contradiction,train
source277.txt,-1,orig
answer277.txt,neutral,train
source278.txt,-1,orig
answer278.txt,neutral,test
source279.txt,-1,orig
answer279.txt,neutral,train
source280.txt,-1,orig
answer280.txt,neutral,train
source281.txt,-1,orig
answer281.txt,neutral,test
source282.txt,-1,orig
answer282.txt,entailment,test
source283.txt,-1,orig
answer283.txt,contradiction,train
source284.txt,-1,orig
answer284.txt,entailment,test
source285.txt,-1,orig
answer285.txt,neutral,train
source286.txt,-1,orig
answer286.txt,neutral,train
source287.txt,-1,orig
answer287.txt,neutral,train
source288.txt,-1,orig
answer288.txt,neutral,test
source289.txt,-1,orig
answer289.txt,neutral,train
source290.txt,-1,orig
answer290.txt,neutral,test
source291.txt,-1,orig
answer291.txt,neutral,train
source292.txt,-1,orig
answer292.txt,neutral,test
source293.txt,-1,orig
answer293.txt,entailment,train
source294.txt,-1,orig
answer294.txt,neutral,test
source295.txt,-1,orig
answer295.txt,neutral,test
source296.txt,-1,orig
answer296.txt,neutral,train
source297.txt,-1,orig
answer297.txt,neutral,test
source298.txt,-1,orig
answer298.txt,neutral,test
source299.txt,-1,orig
answer299.txt,neutral,test
source300.txt,-1,orig
answer300.txt,entailment,test
source301.txt,-1,orig
answer301.txt,contradiction,train
source302.txt,-1,orig
answer302.txt,neutral,train
source303.txt,-1,orig
answer303.txt,entailment,train
source304.txt,-1,orig
answer304.txt,neutral,train
source305.txt,-1,orig
answer305.txt,entailment,train
source306.txt,-1,orig
answer306.txt,neutral,test
source307.txt,-1,orig
answer307.txt,neutral,test
source308.txt,-1,orig
answer308.txt,neutral,test
source309.txt,-1,orig
answer309.txt,neutral,train
source310.txt,-1,orig
answer310.txt,neutral,train
source311.txt,-1,orig
answer311.txt,entailment,train
source312.txt,-1,orig
answer312.txt,contradiction,train
source313.txt,-1,orig
answer313.txt,entailment,train
source314.txt,-1,orig
answer314.txt,contradiction,test
source315.txt,-1,orig
answer315.txt,neutral,train
source316.txt,-1,orig
answer316.txt,neutral,test
source317.txt,-1,orig
answer317.txt,neutral,train
source318.txt,-1,orig
answer318.txt,neutral,test
source319.txt,-1,orig
answer319.txt,neutral,test
source320.txt,-1,orig
answer320.txt,neutral,test
source321.txt,-1,orig
answer321.txt,neutral,test
source322.txt,-1,orig
answer322.txt,entailment,test
source323.txt,-1,orig
answer323.txt,neutral,train
source324.txt,-1,orig
answer324.txt,entailment,test
source325.txt,-1,orig
answer325.txt,contradiction,test
source326.txt,-1,orig
answer326.txt,neutral,test
source327.txt,-1,orig
answer327.txt,neutral,train
source328.txt,-1,orig
answer328.txt,neutral,test
source329.txt,-1,orig
answer329.txt,neutral,train
source330.txt,-1,orig
answer330.txt,neutral,test
source331.txt,-1,orig
answer331.txt,entailment,train
source332.txt,-1,orig
answer332.txt,neutral,train
source333.txt,-1,orig
answer333.txt,entailment,train
source334.txt,-1,orig
answer334.txt,neutral,test
source335.txt,-1,orig
answer335.txt,neutral,train
source336.txt,-1,orig
answer336.txt,entailment,test
source337.txt,-1,orig
answer337.txt,entailment,test
source338.txt,-1,orig
answer338.txt,neutral,train
source339.txt,-1,orig
answer339.txt,entailment,train
source340.txt,-1,orig
answer340.txt,entailment,train
source341.txt,-1,orig
answer341.txt,contradiction,train
source342.txt,-1,orig
answer342.txt,neutral,train
source343.txt,-1,orig
answer343.txt,entailment,test
source344.txt,-1,orig
answer344.txt,neutral,train
source345.txt,-1,orig
answer345.txt,neutral,test
source346.txt,-1,orig
answer346.txt,neutral,train
source347.txt,-1,orig
answer347.txt,neutral,train
source348.txt,-1,orig
answer348.txt,neutral,test
source349.txt,-1,orig
answer349.txt,neutral,test
source350.txt,-1,orig
answer350.txt,neutral,test
source351.txt,-1,orig
answer351.txt,entailment,train
source352.txt,-1,orig
answer352.txt,contradiction,test
source353.txt,-1,orig
answer353.txt,neutral,test
source354.txt,-1,orig
answer354.txt,entailment,train
source355.txt,-1,orig
answer355.txt,contradiction,test
source356.txt,-1,orig
answer356.txt,neutral,test
source357.txt,-1,orig
answer357.txt,contradiction,test
source358.txt,-1,orig
answer358.txt,neutral,train
source359.txt,-1,orig
answer359.txt,neutral,test
source360.txt,-1,orig
answer360.txt,neutral,train
source361.txt,-1,orig
answer361.txt,entailment,train
source362.txt,-1,orig
answer362.txt,entailment,train
source363.txt,-1,orig
answer363.txt,contradiction,train
source364.txt,-1,orig
answer364.txt,entailment,test
source365.txt,-1,orig
answer365.txt,neutral,test
source366.txt,-1,orig
answer366.txt,neutral,train
source367.txt,-1,orig
answer367.txt,neutral,train
source368.txt,-1,orig
answer368.txt,neutral,test
source369.txt,-1,orig
answer369.txt,neutral,test
source370.txt,-1,orig
answer370.txt,neutral,train
source371.txt,-1,orig
answer371.txt,entailment,test
source372.txt,-1,orig
answer372.txt,contradiction,train
source373.txt,-1,orig
answer373.txt,entailment,train
source374.txt,-1,orig
answer374.txt,neutral,train
source375.txt,-1,orig
answer375.txt,neutral,train
source376.txt,-1,orig
answer376.txt,neutral,test
source377.txt,-1,orig
answer377.txt,neutral,train
source378.txt,-1,orig
answer378.txt,neutral,train
source379.txt,-1,orig
answer379.txt,neutral,train
source380.txt,-1,orig
answer380.txt,neutral,train
source381.txt,-1,orig
answer381.txt,neutral,train
source382.txt,-1,orig
answer382.txt,neutral,train
source383.txt,-1,orig
answer383.txt,neutral,test
source384.txt,-1,orig
answer384.txt,entailment,train
source385.txt,-1,orig
answer385.txt,neutral,test
source386.txt,-1,orig
answer386.txt,neutral,test
source387.txt,-1,orig
answer387.txt,neutral,train
source388.txt,-1,orig
answer388.txt,neutral,test
source389.txt,-1,orig
answer389.txt,neutral,test
source390.txt,-1,orig
answer390.txt,entailment,train
source391.txt,-1,orig
answer391.txt,entailment,train
source392.txt,-1,orig
answer392.txt,contradiction,train
source393.txt,-1,orig
answer393.txt,neutral,train
source394.txt,-1,orig
answer394.txt,neutral,train
source395.txt,-1,orig
answer395.txt,contradiction,train
source396.txt,-1,orig
answer396.txt,neutral,train
source397.txt,-1,orig
answer397.txt,neutral,train
source398.txt,-1,orig
answer398.txt,neutral,train
source399.txt,-1,orig
answer399.txt,neutral,test
source400.txt,-1,orig
answer400.txt,neutral,test
source401.txt,-1,orig
answer401.txt,neutral,test
source402.txt,-1,orig
answer402.txt,neutral,train
source403.txt,-1,orig
answer403.txt,neutral,train
source404.txt,-1,orig
answer404.txt,entailment,train
source405.txt,-1,orig
answer405.txt,neutral,test
source406.txt,-1,orig
answer406.txt,entailment,test
source407.txt,-1,orig
answer407.txt,neutral,test
source408.txt,-1,orig
answer408.txt,entailment,test
source409.txt,-1,orig
answer409.txt,neutral,train
source410.txt,-1,orig
answer410.txt,entailment,train
source411.txt,-1,orig
answer411.txt,entailment,test
source412.txt,-1,orig
answer412.txt,neutral,test
source413.txt,-1,orig
answer413.txt,neutral,train
source414.txt,-1,orig
answer414.txt,entailment,test
source415.txt,-1,orig
answer415.txt,neutral,train
source416.txt,-1,orig
answer416.txt,neutral,test
source417.txt,-1,orig
answer417.txt,neutral,train
source418.txt,-1,orig
answer418.txt,neutral,test
source419.txt,-1,orig
answer419.txt,neutral,test
source420.txt,-1,orig
answer420.txt,neutral,test
source421.txt,-1,orig
answer421.txt,neutral,test
source422.txt,-1,orig
answer422.txt,entailment,train
source423.txt,-1,orig
answer423.txt,contradiction,train
source424.txt,-1,orig
answer424.txt,entailment,test
source425.txt,-1,orig
answer425.txt,contradiction,test
source426.txt,-1,orig
answer426.txt,neutral,test
source427.txt,-1,orig
answer427.txt,neutral,train
source428.txt,-1,orig
answer428.txt,neutral,train
source429.txt,-1,orig
answer429.txt,neutral,test
source430.txt,-1,orig
answer430.txt,neutral,test
source431.txt,-1,orig
answer431.txt,contradiction,test
source432.txt,-1,orig
answer432.txt,entailment,test
source433.txt,-1,orig
answer433.txt,entailment,test
source434.txt,-1,orig
answer434.txt,neutral,train
source435.txt,-1,orig
answer435.txt,neutral,train
source436.txt,-1,orig
answer436.txt,neutral,train
source437.txt,-1,orig
answer437.txt,neutral,test
source438.txt,-1,orig
answer438.txt,neutral,train
source439.txt,-1,orig
answer439.txt,neutral,train
source440.txt,-1,orig
answer440.txt,neutral,train
source441.txt,-1,orig
answer441.txt,neutral,train
source442.txt,-1,orig
answer442.txt,entailment,train
source443.txt,-1,orig
answer443.txt,neutral,test
source444.txt,-1,orig
answer444.txt,neutral,test
source445.txt,-1,orig
answer445.txt,entailment,test
source446.txt,-1,orig
answer446.txt,neutral,train
source447.txt,-1,orig
answer447.txt,neutral,train
source448.txt,-1,orig
answer448.txt,neutral,test
source449.txt,-1,orig
answer449.txt,neutral,train
source450.txt,-1,orig
answer450.txt,neutral,train
source451.txt,-1,orig
answer451.txt,neutral,train
source452.txt,-1,orig
answer452.txt,neutral,test
source453.txt,-1,orig
answer453.txt,entailment,test
source454.txt,-1,orig
answer454.txt,contradiction,train
source455.txt,-1,orig
answer455.txt,entailment,test
source456.txt,-1,orig
answer456.txt,contradiction,test
source457.txt,-1,orig
answer457.txt,neutral,train
source458.txt,-1,orig
answer458.txt,neutral,test
source459.txt,-1,orig
answer459.txt,neutral,test
source460.txt,-1,orig
answer460.txt,neutral,test
source461.txt,-1,orig
answer461.txt,neutral,train
source462.txt,-1,orig
answer462.txt,neutral,train
source463.txt,-1,orig
answer463.txt,contradiction,test
source464.txt,-1,orig
answer464.txt,neutral,test
source465.txt,-1,orig
answer465.txt,entailment,train
source466.txt,-1,orig
answer466.txt,contradiction,test
source467.txt,-1,orig
answer467.txt,neutral,test
source468.txt,-1,orig
answer468.txt,neutral,test
source469.txt,-1,orig
answer469.txt,entailment,test
source470.txt,-1,orig
answer470.txt,neutral,train
source471.txt,-1,orig
answer471.txt,neutral,test
source472.txt,-1,orig
answer472.txt,neutral,test
source473.txt,-1,orig
answer473.txt,entailment,train
source474.txt,-1,orig
answer474.txt,contradiction,test
source475.txt,-1,orig
answer475.txt,neutral,train
source476.txt,-1,orig
answer476.txt,contradiction,train
source477.txt,-1,orig
answer477.txt,entailment,train
source478.txt,-1,orig
answer478.txt,contradiction,test
source479.txt,-1,orig
answer479.txt,neutral,test
source480.txt,-1,orig
answer480.txt,contradiction,test
source481.txt,-1,orig
answer481.txt,entailment,test
source482.txt,-1,orig
answer482.txt,entailment,test
source483.txt,-1,orig
answer483.txt,neutral,test
source484.txt,-1,orig
answer484.txt,neutral,train
source485.txt,-1,orig
answer485.txt,neutral,train
source486.txt,-1,orig
answer486.txt,neutral,train
source487.txt,-1,orig
answer487.txt,neutral,test
source488.txt,-1,orig
answer488.txt,neutral,test
source489.txt,-1,orig
answer489.txt,contradiction,train
source490.txt,-1,orig
answer490.txt,neutral,test
source491.txt,-1,orig
answer491.txt,entailment,train
source492.txt,-1,orig
answer492.txt,contradiction,test
source493.txt,-1,orig
answer493.txt,neutral,test
source494.txt,-1,orig
answer494.txt,entailment,train
source495.txt,-1,orig
answer495.txt,neutral,test
source496.txt,-1,orig
answer496.txt,neutral,train
source497.txt,-1,orig
answer497.txt,neutral,train
source498.txt,-1,orig
answer498.txt,neutral,test
source499.txt,-1,orig
answer499.txt,neutral,train
source500.txt,-1,orig
answer500.txt,neutral,train
source501.txt,-1,orig
answer501.txt,neutral,test
source502.txt,-1,orig
answer502.txt,entailment,test
source503.txt,-1,orig
answer503.txt,contradiction,test
source504.txt,-1,orig
answer504.txt,neutral,test
source505.txt,-1,orig
answer505.txt,entailment,train
source506.txt,-1,orig
answer506.txt,contradiction,train
source507.txt,-1,orig
answer507.txt,neutral,train
source508.txt,-1,orig
answer508.txt,neutral,train
source509.txt,-1,orig
answer509.txt,neutral,test
source510.txt,-1,orig
answer510.txt,neutral,test
source511.txt,-1,orig
answer511.txt,neutral,test
source512.txt,-1,orig
answer512.txt,neutral,test
source513.txt,-1,orig
answer513.txt,neutral,train
source514.txt,-1,orig
answer514.txt,neutral,train
source515.txt,-1,orig
answer515.txt,entailment,train
source516.txt,-1,orig
answer516.txt,neutral,train
source517.txt,-1,orig
answer517.txt,neutral,test
source518.txt,-1,orig
answer518.txt,entailment,test
source519.txt,-1,orig
answer519.txt,contradiction,test
source520.txt,-1,orig
answer520.txt,neutral,train
source521.txt,-1,orig
answer521.txt,neutral,test
source522.txt,-1,orig
answer522.txt,neutral,train
source523.txt,-1,orig
answer523.txt,neutral,test
source524.txt,-1,orig
answer524.txt,neutral,train
source525.txt,-1,orig
answer525.txt,neutral,test
source526.txt,-1,orig
answer526.txt,neutral,train
source527.txt,-1,orig
answer527.txt,neutral,train
source528.txt,-1,orig
answer528.txt,entailment,train
source529.txt,-1,orig
answer529.txt,contradiction,train
source530.txt,-1,orig
answer530.txt,neutral,train
source531.txt,-1,orig
answer531.txt,entailment,train
source532.txt,-1,orig
answer532.txt,contradiction,test
source533.txt,-1,orig
answer533.txt,neutral,test
source534.txt,-1,orig
answer534.txt,neutral,test
source535.txt,-1,orig
answer535.txt,neutral,train
source536.txt,-1,orig
answer536.txt,neutral,test
source537.txt,-1,orig
answer537.txt,neutral,test
source538.txt,-1,orig
answer538.txt,neutral,train
source539.txt,-1,orig
answer539.txt,neutral,test
source540.txt,-1,orig
answer540.txt,neutral,test
source541.txt,-1,orig
answer541.txt,entailment,train
source542.txt,-1,orig
answer542.txt,contradiction,train
source543.txt,-1,orig
answer543.txt,neutral,test
source544.txt,-1,orig
answer544.txt,entailment,test
source545.txt,-1,orig
answer545.txt,neutral,train
source546.txt,-1,orig
answer546.txt,neutral,test
source547.txt,-1,orig
answer547.txt,neutral,test
source548.txt,-1,orig
answer548.txt,neutral,train
source549.txt,-1,orig
answer549.txt,neutral,test
source550.txt,-1,orig
answer550.txt,neutral,train
source551.txt,-1,orig
answer551.txt,neutral,train
source552.txt,-1,orig
answer552.txt,neutral,train
source553.txt,-1,orig
answer553.txt,neutral,test
source554.txt,-1,orig
answer554.txt,entailment,test
source555.txt,-1,orig
answer555.txt,contradiction,train
source556.txt,-1,orig
answer556.txt,neutral,train
