File,Class,Datatype,Text
source34.txt,-1.0,orig,A man is slicing an onion.
answer34.txt,2.4,train,A man is slicing a bun.
source35.txt,-1.0,orig,A man is pouring oil into a skillet.
answer35.txt,4.2,train,A man is pouring oil into a pan.
source36.txt,-1.0,orig,A lion is playing with two men.
answer36.txt,3.4,train,A lion is playing with people.
source37.txt,-1.0,orig,A dog is riding a skateboard.
answer37.txt,5.0,train,A dog rides a skateboard.
source38.txt,-1.0,orig,A man is carving a statue.
answer38.txt,3.75,train,Someone is carving a statue.
source39.txt,-1.0,orig,A man is cutting an onion.
answer39.txt,2.75,train,A woman is slicing an onion.
source40.txt,-1.0,orig,A woman is peeling shrimp.
answer40.txt,5.0,train,A woman peels shrimp.
source41.txt,-1.0,orig,A woman is cooking fish.
answer41.txt,4.0,train,A woman is frying fish.
source42.txt,-1.0,orig,A woman is playing a guitar.
answer42.txt,3.6,train,A woman is playing an electric guitar.
source43.txt,-1.0,orig,A baby is playing with a doll.
answer43.txt,1.6,train,A baby tiger is playing with a ball.
source44.txt,-1.0,orig,A person is slicing some meat.
answer44.txt,1.75,train,A person is slicing a tomato.
source45.txt,-1.0,orig,A person is cutting an onion.
answer45.txt,5.0,train,A person cuts an onion.
source46.txt,-1.0,orig,A woman is playing the violin.
answer46.txt,1.0,train,A man is playing the piano.
source47.txt,-1.0,orig,A man is playing the guitar.
answer47.txt,1.0,train,A woman is playing the flute.
source48.txt,-1.0,orig,A man is cutting up carrots.
answer48.txt,2.375,train,A man is cutting up a potato.
source49.txt,-1.0,orig,A boy is playing a guitar.
answer49.txt,3.8,train,A kid is playing guitar.
source50.txt,-1.0,orig,A man is playing a guitar.
answer50.txt,3.2,train,A boy is playing guitar.
source51.txt,-1.0,orig,A boy is playing a guitar.
answer51.txt,3.2,train,A man is playing guitar.
source52.txt,-1.0,orig,A boy is playing key board.
answer52.txt,4.4,train,A little boy is playing a keyboard.
source53.txt,-1.0,orig,A man is playing an electric guitar.
answer53.txt,3.75,train,A man is playing a guitar.
source54.txt,-1.0,orig,A dog is licking a baby.
answer54.txt,4.75,train,A dog licks a baby.
source55.txt,-1.0,orig,A man is cutting and onion.
answer55.txt,3.2,train,A woman is slicing an onion.
source56.txt,-1.0,orig,A man is playing the drums.
answer56.txt,1.556,train,A man is playing the guitar.
source57.txt,-1.0,orig,A woman is cutting a red pepper.
answer57.txt,3.938,train,A woman is slicing a pepper.
source58.txt,-1.0,orig,A man plays the drum.
answer58.txt,5.0,train,A man is playing the drums.
source59.txt,-1.0,orig,A woman is riding a horse.
answer59.txt,5.0,train,A woman rides a horse.
source60.txt,-1.0,orig,A man is eating a banana.
answer60.txt,4.0,train,A man is eating a banana by a tree.
source61.txt,-1.0,orig,A man is playing two keyboards.
answer61.txt,1.6,train,A cat is playing a key board.
source62.txt,-1.0,orig,A man cut a tree with an axe.
answer62.txt,4.75,train,A man chops down a tree with an axe.
source63.txt,-1.0,orig,A little boy plays with a toy phone.
answer63.txt,3.5,train,A kid plays with a toy phone.
source64.txt,-1.0,orig,A man is riding a horse.
answer64.txt,1.4,train,A man is riding a motorcycle.
source65.txt,-1.0,orig,A man is riding a horse.
answer65.txt,1.4,train,A man is riding a motorcycle.
source66.txt,-1.0,orig,A squirrel runs around in circles.
answer66.txt,4.0,train,A squirrel is spinning around in circles.
source67.txt,-1.0,orig,A man and woman kiss.
answer67.txt,5.0,train,A man and a woman are kissing.
source68.txt,-1.0,orig,A man is getting into a car in a garage.
answer68.txt,3.833,train,A man is getting into a car.
source69.txt,-1.0,orig,A man is talking.
answer69.txt,0.6,train,A man is dancing.
source70.txt,-1.0,orig,A man is playing the guitar.
answer70.txt,2.917,train,A man is playing the guitar and singing.
source71.txt,-1.0,orig,A person is cutting mushrooms with a knife.
answer71.txt,4.2,train,A person is cutting mushrooms.
source72.txt,-1.0,orig,A tiger is walking around.
answer72.txt,2.0,train,A tiger cub is making a sound.
source73.txt,-1.0,orig,A person is peeling an onion.
answer73.txt,2.6,train,A person is slicing onions.
source74.txt,-1.0,orig,A man is playing the trumpet.
answer74.txt,1.6,train,A man is playing the piano.
source75.txt,-1.0,orig,A woman is peeling an apple.
answer75.txt,2.0,train,A woman is peeling a potato.
source76.txt,-1.0,orig,A panda bear is eating some bamboo.
answer76.txt,4.2,train,A pankda is eating bamboo.
source77.txt,-1.0,orig,A person is peeling an eggplant.
answer77.txt,2.0,train,A person is peeling an onion.
source78.txt,-1.0,orig,The monkey pushed the other monkey.
answer78.txt,4.8,train,A monkey pushes another monkey.
source79.txt,-1.0,orig,A squirrel is moving in circles.
answer79.txt,4.4,train,A squirrel runs around in circles.
source80.txt,-1.0,orig,A man ties his shoe.
answer80.txt,5.0,train,A man is tying his shoe.
source81.txt,-1.0,orig,A boy is playing the piano.
answer81.txt,3.0,train,A boy is singing and playing the piano.
source82.txt,-1.0,orig,A dog is eating a piece of watermelon.
answer82.txt,4.25,train,A dog is eating water melon.
source83.txt,-1.0,orig,A woman is chopping broccoli with a knife.
answer83.txt,4.25,train,A woman is chopping broccoli.
source84.txt,-1.0,orig,A man peeled a potatoe.
answer84.txt,3.8,train,A man is peeling a potato.
source85.txt,-1.0,orig,A man plays a guitar.
answer85.txt,2.4,train,A woman is playing a guitar.
source86.txt,-1.0,orig,A man is slicing onion.
answer86.txt,1.6,train,A woman is slicing tomato.
source87.txt,-1.0,orig,A woman is swimming underwater.
answer87.txt,2.0,train,A man swims underwater.
source88.txt,-1.0,orig,A man and woman is eating.
answer88.txt,1.6,train,A man and woman are talking.
source89.txt,-1.0,orig,A dog is chasing a ball.
answer89.txt,4.0,train,A small dog is chasing a yoga ball.
source90.txt,-1.0,orig,The men are playing basketball.
answer90.txt,2.2,train,The men are playing cricket.
source91.txt,-1.0,orig,A man is riding on a motorcycle.
answer91.txt,4.4,train,A man rides off on a motorcycle.
source92.txt,-1.0,orig,A man is singing and playing a guitar.
answer92.txt,3.6,train,A man is playing a guitar.
source93.txt,-1.0,orig,The man is talking on the phone.
answer93.txt,3.6,train,The man talked on the telephone.
source94.txt,-1.0,orig,A man is exercising.
answer94.txt,0.5,train,A man is fishing.
source95.txt,-1.0,orig,A man is talking.
answer95.txt,0.8,train,A man is levitating.
source96.txt,-1.0,orig,Two bays are dancing.
answer96.txt,0.6,train,Two boys are driving.
source97.txt,-1.0,orig,A girl is riding a horse.
answer97.txt,2.6,train,A man is riding on a horse.
source98.txt,-1.0,orig,A monkey is riding a bike.
answer98.txt,2.0,train,A man is riding a bicycle.
source99.txt,-1.0,orig,A woman is peeling potato.
answer99.txt,2.2,train,A man is slicing potatoes.
source100.txt,-1.0,orig,A man is slicing potato.
answer100.txt,2.4,train,A woman is peeling a potato.
source101.txt,-1.0,orig,Someoen is playing guitar.
answer101.txt,3.6,train,A man is playing a guitar.
source102.txt,-1.0,orig,A woman is slicing ginger.
answer102.txt,2.2,train,A woman is slicing a leek.
source103.txt,-1.0,orig,A man is cutting a paper plate.
answer103.txt,4.8,train,The man cut a paper plate.
source104.txt,-1.0,orig,A man is playing the flute.
answer104.txt,1.643,train,The man is playing the guitar.
source105.txt,-1.0,orig,The man is playing the violin.
answer105.txt,1.75,train,A man is playing the piano.
source106.txt,-1.0,orig,A woman is breading some meat.
answer106.txt,2.25,train,A woman is slicing up some meat.
source107.txt,-1.0,orig,A man is playing a keyboard piano.
answer107.txt,4.0,train,A man is playing on his keyboard.
source108.txt,-1.0,orig,The lady cut up a green onion.
answer108.txt,4.8,train,The lady chopped up the green onions.
source109.txt,-1.0,orig,A woman is boiling noodles in water.
answer109.txt,3.2,train,Someone is sitring noodles in water.
source110.txt,-1.0,orig,Lionel Ritchie dances while standing on the ceiling.
answer110.txt,4.0,train,Lionel Richie is dancing on the ceiling.
source111.txt,-1.0,orig,A person is playing the piano.
answer111.txt,4.4,train,A man is playing a piano.
source112.txt,-1.0,orig,A woman plays on a flute.
answer112.txt,4.6,train,A woman is playing flute.
source113.txt,-1.0,orig,A boy is looking at a calendar.
answer113.txt,3.8,train,A boy is checking a calender.
source114.txt,-1.0,orig,A woman is chopping onions.
answer114.txt,4.8,train,A woman is cutting an onion.
source115.txt,-1.0,orig,A man plays a guitar.
answer115.txt,4.857,train,A man is playing guitar.
source116.txt,-1.0,orig,A woman is sewing on a machine.
answer116.txt,5.0,train,A woman is using a sewing machine.
source117.txt,-1.0,orig,A cartoon chef is flipping pancakes.
answer117.txt,2.533,train,A woman is flipping pancakes.
source118.txt,-1.0,orig,A car is driving down the road.
answer118.txt,1.0,train,A man is running on the road.
source119.txt,-1.0,orig,A man is talking on a phone.
answer119.txt,1.0,train,A man is riding on a horse.
source120.txt,-1.0,orig,A man is riding on a horse.
answer120.txt,2.0,train,A man is riding a bike.
source121.txt,-1.0,orig,A man is eating.
answer121.txt,0.14300000000000002,train,A woman is dancing.
source122.txt,-1.0,orig,A man is playing a flute.
answer122.txt,2.0,train,A man is playing a piano.
source123.txt,-1.0,orig,A man is playing a piano.
answer123.txt,1.6,train,A man is playing a flute.
source124.txt,-1.0,orig,A man is dancing.
answer124.txt,1.6,train,A man is spinning.
source125.txt,-1.0,orig,A monkey is swinging from tree to tree.
answer125.txt,3.4,train,A monkey is swinging from limb to limb.
source126.txt,-1.0,orig,The people got off the train at the station.
answer126.txt,4.0,train,The people got off the train.
source127.txt,-1.0,orig,A dog bounces on a trampoline.
answer127.txt,4.8,train,A dog is jumping on a trampoline.
source128.txt,-1.0,orig,A man is playing a trumpet.
answer128.txt,2.5,train,A boy is playing an instrument.
source129.txt,-1.0,orig,A man sings and plays the guitar.
answer129.txt,1.75,train,A woman plays the guitar.
source130.txt,-1.0,orig,A woman is slicing a tomato.
answer130.txt,1.0,train,A woman is picking a can.
source131.txt,-1.0,orig,A man climbs up a rope.
answer131.txt,5.0,train,A man is climbing a rope.
source132.txt,-1.0,orig,A man is climbing a wall.
answer132.txt,1.4,train,A man is lifting a car.
source133.txt,-1.0,orig,A man and woman are driving down the road in an open air vehicle.
answer133.txt,4.0,train,A man and woman are driving down the street in a jeep.
source134.txt,-1.0,orig,A shirtless man is sitting on a chair.
answer134.txt,3.8,train,The shirtless man sat in a chair.
source135.txt,-1.0,orig,Two women are wrestling on the floor.
answer135.txt,4.0,train,Two women are wrestling.
source136.txt,-1.0,orig,A puppy is playing with a tennis ball.
answer136.txt,4.0,train,The puppy played with a blue tennis ball.
source137.txt,-1.0,orig,A kangaroo is eating.
answer137.txt,4.8,train,A kangroo is eating something.
source138.txt,-1.0,orig,A man is playing a guitar.
answer138.txt,0.6,train,A cat is playing a piano.
source139.txt,-1.0,orig,A man is cutting carpet with a knife.
answer139.txt,4.75,train,The man cut some carpet with a knife.
source140.txt,-1.0,orig,A man is riding a motor scooter.
answer140.txt,2.2,train,A woman is riding a motorized scooter down a road.
source141.txt,-1.0,orig,Someone is slicing a tomato.
answer141.txt,3.0,train,someone is slicing a vegetable.
source142.txt,-1.0,orig,A man is talking.
answer142.txt,0.0,train,A woman is dancing.
source143.txt,-1.0,orig,A dog licks a baby.
answer143.txt,2.2,train,A dog licks up a baby's drool.
source144.txt,-1.0,orig,A man is slicing a tomato.
answer144.txt,0.4,train,A man is rowing a boat.
source145.txt,-1.0,orig,A man slices potatoes.
answer145.txt,4.8,train,A man cuts up potatos.
source146.txt,-1.0,orig,The woman is dicing garlic.
answer146.txt,4.8,train,A woman is chopping up garlic.
source147.txt,-1.0,orig,A squirrel runs in circles.
answer147.txt,3.8,train,An animal run in circles.
source148.txt,-1.0,orig,A boy is walking across a bridge.
answer148.txt,3.0,train,A man is walking slowly across a rope bridge.
source149.txt,-1.0,orig,A man seated in a room is playing the guitar.
answer149.txt,4.0,train,A man is playing the guitar.
source150.txt,-1.0,orig,A man is playing a flute.
answer150.txt,5.0,train,A man plays the flute.
source151.txt,-1.0,orig,A woman is cracking an egg into a bowl.
answer151.txt,3.8,train,A woman cracks two eggs into a glass bowl.
source152.txt,-1.0,orig,A man guts a fish.
answer152.txt,3.0,train,A man is cutting a fish.
source153.txt,-1.0,orig,The men are putting suitcases into the car's trunk.
answer153.txt,4.4,train,Two men are packing suitcases into the trunk of a car.
source154.txt,-1.0,orig,The man poured oil on the cut tomatoes.
answer154.txt,3.8,train,A man pours oil on some tomatos.
source155.txt,-1.0,orig,A man is slicing a bun.
answer155.txt,3.0,train,A man is slicing something.
source156.txt,-1.0,orig,A man is playing a harp.
answer156.txt,0.667,train,A man is paddling a canoe.
source157.txt,-1.0,orig,A man and woman are walking arm in arm through a wooded area.
answer157.txt,4.0,train,A man and woman are walking together through the woods.
source158.txt,-1.0,orig,A woman picks up a baby kangaroo.
answer158.txt,3.75,train,The woman picked up the kangaroo.
source159.txt,-1.0,orig,A fish is swimming.
answer159.txt,4.133,train,Fish are swimming.
source160.txt,-1.0,orig,Two women make something in a blender.
answer160.txt,4.0,train,Two women mix something in a food processor.
source161.txt,-1.0,orig,A person is surfing.
answer161.txt,3.6,train,A person is surfing a large wave.
source162.txt,-1.0,orig,A man is stabbing a target.
answer162.txt,1.2,train,A man is playing a guitar.
source163.txt,-1.0,orig,A man is playing a guitar.
answer163.txt,1.6,train,A man is playing a flute in a band.
source164.txt,-1.0,orig,A man is spreading butter onto bread.
answer164.txt,4.0,train,The man spread butter on the loaf of bread.
source165.txt,-1.0,orig,A woman is boiling noodles in water.
answer165.txt,4.0,train,A person is boiling noodles.
source166.txt,-1.0,orig,A group of people are dancing.
answer166.txt,3.2,train,A group of people dance on a hill.
source167.txt,-1.0,orig,A man is playing flute.
answer167.txt,1.0,train,A man is dancing outside.
source168.txt,-1.0,orig,A woman is mixing meat.
answer168.txt,1.0,train,A woman is feeding a man.
source169.txt,-1.0,orig,A woman is cutting an onion.
answer169.txt,0.6,train,A man is putting a pan into an oven.
source170.txt,-1.0,orig,A woman is riding a donkey.
answer170.txt,0.4,train,A woman is sitting at a desk.
source171.txt,-1.0,orig,A doctor rushes a patient on a stretcher.
answer171.txt,3.4,train,Medics transport a patient on a stretcher.
source172.txt,-1.0,orig,The woman is playing the flute.
answer172.txt,3.6,train,A woman is playing a flute on stage.
source173.txt,-1.0,orig,Two pandas are laying together.
answer173.txt,3.0,train,Two baby pandas are playing.
source174.txt,-1.0,orig,A baby is laughing and giggling.
answer174.txt,4.0,train,A baby is laughing.
source175.txt,-1.0,orig,A boy is playing a piano.
answer175.txt,1.2,train,A man is playing a guitar.
source176.txt,-1.0,orig,A woman is slicing a pepper.
answer176.txt,0.6,train,A man is folding paper.
source177.txt,-1.0,orig,The man is dancing.
answer177.txt,1.6,train,Three women are dancing.
source178.txt,-1.0,orig,Two cats are fighting each other.
answer178.txt,2.6,train,The cats are playing with each other.
source179.txt,-1.0,orig,A person is writing with a pencil.
answer179.txt,3.6,train,A person is writing.
source180.txt,-1.0,orig,A man is running down a road.
answer180.txt,3.5,train,A man is running.
source181.txt,-1.0,orig,A woman is flouring and rolling dough.
answer181.txt,3.765,train,The woman is rolling dough.
source182.txt,-1.0,orig,Woman is adding sugar to meat.
answer182.txt,2.75,train,A woman is adding spices on a meat.
source183.txt,-1.0,orig,A woman is pouring water on fish.
answer183.txt,2.25,train,A woman is adding oil on fishes.
source184.txt,-1.0,orig,A little boy is playing a guitar.
answer184.txt,2.75,train,A young boy is holding a guitar.
source185.txt,-1.0,orig,A cheetah is running across a field.
answer185.txt,3.8,train,A cheetah is running.
source186.txt,-1.0,orig,A man is eating a slice of pizza.
answer186.txt,4.8,train,The man is eating pizza.
source187.txt,-1.0,orig,A monkey is riding on a bus.
answer187.txt,3.6,train,An orangutan is riding a bus.
source188.txt,-1.0,orig,A man and a woman are riding on a bicycle.
answer188.txt,1.2,train,A man and a woman talk in a diner.
source189.txt,-1.0,orig,A man is cleaning a glass door.
answer189.txt,0.4,train,A man is playing a guitar.
source190.txt,-1.0,orig,A young man is singing while playing the guitar.
answer190.txt,2.4,train,A girl is singing and playing a guitar.
source191.txt,-1.0,orig,A young girl is using sign language.
answer191.txt,3.941,train,A girl is communicating with sign language.
source192.txt,-1.0,orig,A woman is doing her hair.
answer192.txt,0.5,train,A woman is doing weight exercises.
source193.txt,-1.0,orig,An elderly man is getting into a red car.
answer193.txt,3.75,train,A man is getting inside a car.
source194.txt,-1.0,orig,A large green ball hits a potato.
answer194.txt,4.0,train,A big green ball knocks a potato over.
source195.txt,-1.0,orig,A cat is playing a piano.
answer195.txt,3.0,train,A cat is playing keyboards.
source196.txt,-1.0,orig,Dogs are swimming in a pool.
answer196.txt,4.2,train,Two dogs swim in a pool.
source197.txt,-1.0,orig,The man used a machine to chop up a potatoe.
answer197.txt,2.0,train,The man used a chopper to chop the onion.
source198.txt,-1.0,orig,A woman is cutting tofu.
answer198.txt,5.0,train,A woman slices tofu.
source199.txt,-1.0,orig,A herd of caribou are crossing a road.
answer199.txt,3.0,train,A herd of deer are crossing the street.
source200.txt,-1.0,orig,A man is riding a horse.
answer200.txt,3.8,train,The person is riding the horse.
source201.txt,-1.0,orig,Someone is playing a piano.
answer201.txt,0.0,train,Someone is feeding a animal.
source202.txt,-1.0,orig,Someone is riding a horse.
answer202.txt,0.0,train,Someone is slicing tortila's.
source203.txt,-1.0,orig,Someone is sewing things.
answer203.txt,0.25,train,Someone is mixing ingrediants.
source204.txt,-1.0,orig,A chicken is pecking at a dead mouse.
answer204.txt,4.0,train,A rooster pecks at a dead mouse.
source205.txt,-1.0,orig,A woman is picking up a kangaroo.
answer205.txt,3.25,train,A woman holds a kangaroo.
source206.txt,-1.0,orig,A cat is playing with a camera.
answer206.txt,0.75,train,A man is playing with frogs
source207.txt,-1.0,orig,Two men are playing guitar.
answer207.txt,1.5,train,Two men are talking.
source208.txt,-1.0,orig,A man is smearing butter on a slice of garlic bread.
answer208.txt,3.5,train,A man spreads butter on a big piece of bread.
source209.txt,-1.0,orig,A man is running on rope.
answer209.txt,3.0,train,A man is running across a high wire.
source210.txt,-1.0,orig,A woman is cutting a lemon.
answer210.txt,0.2,train,A man is mowing a lawn.
source211.txt,-1.0,orig,A man is playing a guitar.
answer211.txt,0.8,train,A man is opening a door.
source212.txt,-1.0,orig,A man is cutting a potato.
answer212.txt,4.2,train,A man is slicing a potato into pieces.
source213.txt,-1.0,orig,A woman is chopping octopus.
answer213.txt,3.8,train,The woman is cutting cooked octopus.
source214.txt,-1.0,orig,A dog is running through water.
answer214.txt,0.4,train,A man is punching through boards.
source215.txt,-1.0,orig,A man is eating bread.
answer215.txt,0.8,train,A man is dancing.
source216.txt,-1.0,orig,A man is playing a guitar.
answer216.txt,1.2,train,Someone is playing a piano.
source217.txt,-1.0,orig,Foxes are eating from a plate.
answer217.txt,2.8,train,Two foxes are eating from a plate on a brick patio.
source218.txt,-1.0,orig,A boy is playing the piano.
answer218.txt,3.2,train,A boy is playing a key-board.
source219.txt,-1.0,orig,Someone is playing a keyboard.
answer219.txt,5.0,train,A person plays a keyboard.
source220.txt,-1.0,orig,A man is spitting.
answer220.txt,0.0,train,A man is shooting a gun.
source221.txt,-1.0,orig,Someoen is peeling a potato.
answer221.txt,1.0,train,Someone is slicing an onion.
source222.txt,-1.0,orig,A woman is slicing meat.
answer222.txt,0.0,train,A man is swimming.
source223.txt,-1.0,orig,A man plays an acoustic guitar.
answer223.txt,3.75,train,A man is playing the guitar.
source224.txt,-1.0,orig,A woman is riding an elephant.
answer224.txt,0.4,train,A woman is slicing a pumpkin.
source225.txt,-1.0,orig,A woman is kneading dough.
answer225.txt,0.4,train,A woman is dancing.
source226.txt,-1.0,orig,A woman is placing skewers onto a rack.
answer226.txt,0.6,train,A woman is cracking eggs into a bowl.
source227.txt,-1.0,orig,A car is driving down the road.
answer227.txt,4.0,train,A car is moving through a road.
source228.txt,-1.0,orig,Smeone is laying down.
answer228.txt,0.4,train,Someone is greasing a pan.
source229.txt,-1.0,orig,A man is draining pasta.
answer229.txt,0.4,train,A man is playing guitar.
source230.txt,-1.0,orig,A woman is exercising.
answer230.txt,0.4,train,A woman is drinking vodka.
source231.txt,-1.0,orig,A woman is cutting up some meat.
answer231.txt,4.8,train,A woman is cutting meat into pieces.
source232.txt,-1.0,orig,A man is playing a guitar.
answer232.txt,0.6,train,A man is rinsing a steak.
source233.txt,-1.0,orig,A man is cleaning the house.
answer233.txt,0.8,train,A man is selling items.
source234.txt,-1.0,orig,A man jumps onto a short wall.
answer234.txt,3.2,train,A man is jumping a wall.
source235.txt,-1.0,orig,Runners compete in a race.
answer235.txt,3.2,train,Runners race around a track.
source236.txt,-1.0,orig,A man is mixing a bowl.
answer236.txt,0.6,train,A man is kicking a soccer ball.
source237.txt,-1.0,orig,A woman is riding a horse.
answer237.txt,0.6,train,A woman is frying something.
source238.txt,-1.0,orig,A woman is slicing cucumber.
answer238.txt,0.0,train,A cat is licking a sucker.
source239.txt,-1.0,orig,A woman is taking a bath.
answer239.txt,1.4,train,A woman is dancing by a fire.
source240.txt,-1.0,orig,A man is slicing a potato.
answer240.txt,2.2,train,The man is slicing a fish open.
source241.txt,-1.0,orig,A man is melting butter in a pan.
answer241.txt,3.6,train,Butter is melting in a pan.
source242.txt,-1.0,orig,Kids are dancing.
answer242.txt,3.111,train,Three boys are dancing.
source243.txt,-1.0,orig,A man is playing piano.
answer243.txt,0.6,train,A woman is playing a game with a man.
source244.txt,-1.0,orig,A man is giving an interview.
answer244.txt,0.4,train,The man is driving a white car.
source245.txt,-1.0,orig,A man is driving a car.
answer245.txt,4.25,train,A man drove his car.
source246.txt,-1.0,orig,A car is backing out of a blocked lane.
answer246.txt,3.0,train,A car backs out of a space.
source247.txt,-1.0,orig,The man sprinkled cheese on the pizza.
answer247.txt,5.0,train,A man puts some cheese on a pizza.
source248.txt,-1.0,orig,A boy plays a piano.
answer248.txt,5.0,train,The boy is playing the piano.
source249.txt,-1.0,orig,A man is playing a guitar.
answer249.txt,3.75,train,The man played his guitar.
source250.txt,-1.0,orig,A man is playing a keyboard.
answer250.txt,0.2,train,A man is riding a horse.
source251.txt,-1.0,orig,A man is riding a mo-pad.
answer251.txt,0.4,train,A man is walking on a rope.
source252.txt,-1.0,orig,A band is playing on a stage.
answer252.txt,1.286,train,A girl is playing a flute.
source253.txt,-1.0,orig,A group of people get off a train.
answer253.txt,4.6,train,People step off a train.
source254.txt,-1.0,orig,A woman is breading some meat.
answer254.txt,0.6,train,A woman is sewing on a machine.
source255.txt,-1.0,orig,A dog is walking around a pool.
answer255.txt,2.0,train,A dog is looking into swimming pool.
source256.txt,-1.0,orig,A man is applying butter to bread.
answer256.txt,5.0,train,A man is buttering a piece of bread.
source257.txt,-1.0,orig,A woman is cutting some vegetables.
answer257.txt,1.8,train,A man is cutting tomatoes into pieces.
source258.txt,-1.0,orig,Some teenage girls are dancing for the camera.
answer258.txt,2.4,train,Three teenage girls danced in the room.
source259.txt,-1.0,orig,A lion is pacing in a pen.
answer259.txt,2.4,train,A lion is walking.
source260.txt,-1.0,orig,A man is cutting a potato.
answer260.txt,0.4,train,A man shooting a car.
source261.txt,-1.0,orig,The horse is running.
answer261.txt,4.2,train,A black horse is running around.
source262.txt,-1.0,orig,A man is dancing in rain.
answer262.txt,0.0,train,A woman is deveining shrimp.
source263.txt,-1.0,orig,A woman is washing a freezer.
answer263.txt,0.0,train,A man is riding a horse.
source264.txt,-1.0,orig,A man walks across a tight rope.
answer264.txt,0.8,train,A man walks down a path.
source265.txt,-1.0,orig,A woman is cutting a jalepeno.
answer265.txt,1.4,train,A man is slicing a potato.
source266.txt,-1.0,orig,A dog swims after a tennis ball.
answer266.txt,1.5,train,A dog is barking at a ball.
source267.txt,-1.0,orig,A little kid is running around a fishing pole.
answer267.txt,2.5,train,A kid runs away from a fish swinging around on a fishing pole.
source268.txt,-1.0,orig,A man is walking down a road.
answer268.txt,2.5,train,A man is walking along a path through wilderness.
source269.txt,-1.0,orig,A man is making a speech at the podium.
answer269.txt,3.5,train,An elderly man is speaking at a podium.
source270.txt,-1.0,orig,A man is riding on a horse.
answer270.txt,3.4,train,A man riding a horse in slow motion.
source271.txt,-1.0,orig,The person is slicing cheese.
answer271.txt,3.8,train,A person is cutting some burrata cheese.
source272.txt,-1.0,orig,A man is shooting a gun.
answer272.txt,3.8,train,The man is shooting an automatic rifle.
source273.txt,-1.0,orig,A woman is slicing meat with a knife.
